Rank,Type,ID,Molecule_Count
1743,GeneID,3762,5
1744,GeneID,19224,5
1745,GeneID,25116,5
1746,GeneID,2837,5
1747,GeneID,13849,5
1748,GeneID,1592,5
1749,GeneID,25605,5
1750,GeneID,2870,5
1751,GeneID,6776,5
1752,GeneID,9064,5
1753,GeneID,5286,5
1754,GeneID,23617,5
1755,GeneID,4322,5
1756,GeneID,4312,5
1757,GeneID,545,5
1758,GeneID,24629,5
1759,GeneID,22806,5
1760,GeneID,2521,5
1761,GeneID,5023,5
1762,GeneID,3945,5
1763,GeneID,32,5
1764,GeneID,5223,5
1765,GeneID,14745,5
1766,GeneID,113235,5
1767,GeneID,29881,5
1768,GeneID,217,5
1769,GeneID,995,5
1770,GeneID,25522,5
1771,GeneID,29340,5
1772,GeneID,3735,5
1773,GeneID,396445,5
1774,GeneID,170538,5
1775,GeneID,24680,5
1776,GeneID,81749,5
1777,GeneID,6794,5
1778,GeneID,85420,5
1779,GeneID,5185061,5
1780,GeneID,280740,5
1781,GeneID,948684,5
1782,GeneID,86861438,5
1783,GeneID,2339,5
1784,GeneID,5777,5
1785,GeneID,79400,5
1786,GeneID,134826889,5
1787,GeneID,3619,5
1788,GeneID,596,5
1789,GeneID,572,5
1790,GeneID,3077439,5
1791,GeneID,3077575,5
1792,GeneID,3783774,5
1793,GeneID,298521,5
1794,GeneID,24407,5
1795,GeneID,2901,5
1796,GeneID,2898,5
1797,GeneID,24406,5
1798,GeneID,54257,5
1799,GeneID,1514,5
1800,GeneID,101843941,5
1801,GeneID,22171,5
1802,GeneID,5150,5
1803,GeneID,290646,5
1804,GeneID,24626,5
1805,GeneID,24627,5
1806,GeneID,25638,5
1807,GeneID,54956,5
1808,GeneID,100720710,5
1809,GeneID,100009551,5
1810,GeneID,25342,5
1811,GeneID,4015,5
1812,GeneID,367562,5
1813,GeneID,497756,5
1814,GeneID,53829,5
1815,GeneID,100135473,5
1816,GeneID,1995,5
1817,GeneID,604,5
1818,GeneID,780973,5
1819,GeneID,282239,5
1820,GeneID,81930,5
1821,GeneID,6579,5
1822,GeneID,14073,5
1823,GeneID,10724,5
1824,GeneID,6554,5
1825,GeneID,2977,5
1826,GeneID,2743,5
1827,GeneID,6786,5
1828,GeneID,54878,5
1829,GeneID,91039,5
1830,GeneID,9152,5
1831,GeneID,952,5
1832,GeneID,9568,5
1833,GeneID,20249,5
1834,GeneID,84456,5
1835,GeneID,5771,5
1836,GeneID,29571,5
1837,GeneID,64677,5
1838,GeneID,24950,5
1839,GeneID,1553,5
1840,GeneID,281972,5
1841,GeneID,166929,5
1842,GeneID,495,5
1843,GeneID,692756,5
1844,GeneID,5331,5
1845,GeneID,7166,5
1846,GeneID,5054,5
1847,GeneID,873,5
1848,GeneID,330,5
1849,GeneID,7403,5
1850,GeneID,22173,5
1851,GeneID,243764,5
1852,GeneID,6529,5
1853,GeneID,54349,5
1854,GeneID,29738,5
1855,GeneID,1728,5
1856,GeneID,29503,5
1857,GeneID,10073,5
1858,GeneID,3837,5
1859,GeneID,16521,5
1860,GeneID,281605,5
1861,GeneID,24186,5
1862,GeneID,18399,5
1863,GeneID,3249,5
1864,GeneID,153562,5
1865,GeneID,1513,4
1866,GeneID,5476,4
1867,GeneID,81574,4
1868,GeneID,25399,4
1869,GeneID,3693,4
1870,GeneID,24807,4
1871,GeneID,56950,4
1872,GeneID,11542,4
1873,GeneID,11540,4
1874,GeneID,16590,4
1875,GeneID,99296,4
1876,GeneID,24808,4
1877,GeneID,55818,4
1878,GeneID,8284,4
1879,GeneID,9978,4
1880,GeneID,10327,4
1881,GeneID,2739,4
1882,GeneID,29465,4
1883,GeneID,4507,4
1884,GeneID,55239,4
1885,GeneID,112399,4
1886,GeneID,80312,4
1887,GeneID,57704,4
1888,GeneID,6324,4
1889,GeneID,6327,4
1890,GeneID,57121,4
1891,GeneID,2569,4
1892,GeneID,397432,4
1893,GeneID,5164,4
1894,GeneID,162514,4
1895,GeneID,25636,4
1896,GeneID,20652,4
1897,GeneID,493724,4
1898,GeneID,25797,4
1899,GeneID,24176,4
1900,GeneID,24451,4
1901,GeneID,22953,4
1902,GeneID,2280,4
1903,GeneID,3615,4
1904,GeneID,3614,4
1905,GeneID,11343,4
1906,GeneID,23186,4
1907,GeneID,56413,4
1908,GeneID,11545,4
1909,GeneID,5836,4
1910,GeneID,147111,4
1911,GeneID,81672,4
1912,GeneID,9388,4
1913,GeneID,3605,4
1914,GeneID,476,4
1915,GeneID,231871,4
1916,GeneID,23959,4
1917,GeneID,6258,4
1918,GeneID,8013,4
1919,GeneID,214084,4
1920,GeneID,111174,4
1921,GeneID,9656,4
1922,GeneID,5972,4
1923,GeneID,2990,4
1924,GeneID,9975,4
1925,GeneID,51305,4
1926,GeneID,8877,4
1927,GeneID,5030,4
1928,GeneID,3291,4
1929,GeneID,56603,4
1930,GeneID,6272,4
1931,GeneID,25593,4
1932,GeneID,23012,4
1933,GeneID,369,4
1934,GeneID,45025515,4
1935,GeneID,138474,4
1936,GeneID,11096,4
1937,GeneID,4314,4
1938,GeneID,9039,4
1939,GeneID,25400,4
1940,GeneID,2618,4
1941,GeneID,888777,4
1942,GeneID,23387,4
1943,GeneID,4836,4
1944,GeneID,13982,4
1945,GeneID,18024,4
1946,GeneID,2348,4
1947,GeneID,6573,4
1948,GeneID,121536,4
1949,GeneID,5928,4
1950,GeneID,218,4
1951,GeneID,114783,4
1952,GeneID,22983,4
1953,GeneID,7532,4
1954,GeneID,20878,4
1955,GeneID,440275,4
1956,GeneID,4869,4
1957,GeneID,4752,4
1958,GeneID,894,4
1959,GeneID,1682479,4
1960,GeneID,23533,4
1961,GeneID,12672,4
1962,GeneID,15562,4
1963,GeneID,26824004,4
1964,GeneID,2342,4
1965,GeneID,100529261,4
1966,GeneID,2149,4
1967,GeneID,22974,4
1968,GeneID,2646,4
1969,GeneID,4350,4
1970,GeneID,2899,4
1971,GeneID,6505,4
1972,GeneID,2912,4
1973,GeneID,18707,4
1974,GeneID,64324,4
1975,GeneID,1843,4
1976,GeneID,1508,4
1977,GeneID,637,4
1978,GeneID,387893,4
1979,GeneID,13361,4
1980,GeneID,2356,4
1981,GeneID,290,4
1982,GeneID,56341,4
1983,GeneID,855480,4
1984,GeneID,3958,4
1985,GeneID,3956,4
1986,GeneID,397457,4
1987,GeneID,64803,4
1988,GeneID,5032,4
1989,GeneID,58813,4
1990,GeneID,3312,4
1991,GeneID,84239099,4
1992,GeneID,64522,4
1993,GeneID,282236,4
1994,GeneID,282237,4
1995,GeneID,282240,4
1996,GeneID,282238,4
1997,GeneID,15930,4
1998,GeneID,3743,4
1999,GeneID,100909648,4
2000,GeneID,79727,4
2001,GeneID,25096,4
2002,GeneID,21812,4
2003,GeneID,65248,4
2004,GeneID,25520,4
2005,GeneID,2529,4
2006,GeneID,16523,4
2007,GeneID,497770,4
2008,GeneID,81752,4
2009,GeneID,25537,4
2010,GeneID,22416,4
2011,GeneID,64462,4
2012,GeneID,13350,4
2013,GeneID,84497,4
2014,GeneID,6506,4
2015,GeneID,6513,4
2016,GeneID,24777,4
2017,GeneID,58978,4
2018,GeneID,10858,4
2019,GeneID,4547,4
2020,GeneID,397197,4
2021,GeneID,25253,4
2022,GeneID,107221,4
2023,GeneID,7223,4
2024,GeneID,7220,4
2025,GeneID,680,4
2026,GeneID,1071,4
2027,GeneID,29904,4
2028,GeneID,4968,4
2029,GeneID,6715,4
2030,GeneID,6536,4
2031,GeneID,81739,4
2032,GeneID,12972,4
2033,GeneID,3074,4
2034,GeneID,11622,4
2035,GeneID,64840,4
2036,GeneID,397552,4
2037,GeneID,100157809,4
2038,GeneID,25146,4
2039,GeneID,9153,4
2040,GeneID,5726,4
2041,GeneID,81657,4
2042,GeneID,12293,4
2043,GeneID,259230,4
2044,GeneID,2023,4
2045,GeneID,60577,4
2046,GeneID,851520,4
2047,GeneID,6716,4
2048,GeneID,27154,4
2049,GeneID,280685,4
2050,GeneID,854324,4
2051,GeneID,57599,4
2052,GeneID,12229,4
2053,GeneID,887529,4
2054,GeneID,79001,4
2055,GeneID,3105,4
2056,GeneID,60422,4
2057,GeneID,64532,4
2058,GeneID,4513,4
2059,GeneID,890,4
2060,GeneID,232333,4
2061,GeneID,26416,4
2062,GeneID,2936,4
2063,GeneID,29509,4
2064,GeneID,1582,4
2065,GeneID,888819,4
2066,GeneID,888373,4
2067,GeneID,16502,4
2068,GeneID,25468,4
2069,GeneID,122042,4
2070,GeneID,12671,4
2071,GeneID,222962,4
2072,GeneID,170698,4
2073,GeneID,7025,4
2074,GeneID,11835,4
2075,GeneID,3641571,4
2076,GeneID,1606,4
2077,GeneID,887105,4
2078,GeneID,5651,4
2079,GeneID,3293,4
2080,GeneID,496,4
2081,GeneID,1499,4
2082,GeneID,16514,4
2083,GeneID,83475,4
2084,GeneID,79052806,4
2085,GeneID,54263,4
2086,GeneID,64095,4
2087,GeneID,367315,4
2088,GeneID,6558,4
2089,GeneID,286762,4
2090,GeneID,2715599,4
2091,GeneID,287024,4
2092,GeneID,615074,4
2093,GeneID,18749,4
2094,GeneID,100135588,3
2095,GeneID,4161,3
2096,GeneID,4157,3
2097,GeneID,257648,3
2098,GeneID,623,3
2099,GeneID,624,3
2100,GeneID,3769,3
2101,GeneID,3766,3
2102,GeneID,1789,3
2103,GeneID,10196,3
2104,GeneID,5929,3
2105,GeneID,9070,3
2106,GeneID,12443,3
2107,GeneID,14257,3
2108,GeneID,100135541,3
2109,GeneID,2358,3
2110,GeneID,5151,3
2111,GeneID,2155,3
2112,GeneID,615026,3
2113,GeneID,5327,3
2114,GeneID,780933,3
2115,GeneID,25007,3
2116,GeneID,1236,3
2117,GeneID,3695,3
2118,GeneID,7422,3
2119,GeneID,178,3
2120,GeneID,54904,3
2121,GeneID,85309,3
2122,GeneID,5165,3
2123,GeneID,5166,3
2124,GeneID,8714,3
2125,GeneID,5950,3
2126,GeneID,51393,3
2127,GeneID,84022,3
2128,GeneID,100303771,3
2129,GeneID,171108,3
2130,GeneID,140795,3
2131,GeneID,24953,3
2132,GeneID,10267,3
2133,GeneID,26419,3
2134,GeneID,7182,3
2135,GeneID,100009586,3
2136,GeneID,100343957,3
2137,GeneID,15185,3
2138,GeneID,63885,3
2139,GeneID,29843,3
2140,GeneID,24419,3
2141,GeneID,25368,3
2142,GeneID,888551,3
2143,GeneID,45426178,3
2144,GeneID,29682,3
2145,GeneID,8463,3
2146,GeneID,16453,3
2147,GeneID,31165,3
2148,GeneID,35540,3
2149,GeneID,1119,3
2150,GeneID,824,3
2151,GeneID,6199,3
2152,GeneID,25672,3
2153,GeneID,477,3
2154,GeneID,482,3
2155,GeneID,481,3
2156,GeneID,480,3
2157,GeneID,486,3
2158,GeneID,483,3
2159,GeneID,478,3
2160,GeneID,4017,3
2161,GeneID,2186,3
2162,GeneID,949054,3
2163,GeneID,75206171,3
2164,GeneID,1642,3
2165,GeneID,12774,3
2166,GeneID,6469,3
2167,GeneID,6348,3
2168,GeneID,1437,3
2169,GeneID,23049,3
2170,GeneID,1591,3
2171,GeneID,24297,3
2172,GeneID,2747,3
2173,GeneID,100719593,3
2174,GeneID,946546,3
2175,GeneID,66674095,3
2176,GeneID,12362,3
2177,GeneID,56848,3
2178,GeneID,116744,3
2179,GeneID,8814,3
2180,GeneID,4324,3
2181,GeneID,29947,3
2182,GeneID,1788,3
2183,GeneID,813740,3
2184,GeneID,25267,3
2185,GeneID,2935,3
2186,GeneID,886300,3
2187,GeneID,45424424,3
2188,GeneID,13983,3
2189,GeneID,169355,3
2190,GeneID,60581,3
2191,GeneID,23030,3
2192,GeneID,5373,3
2193,GeneID,219972,3
2194,GeneID,875,3
2195,GeneID,102724560,3
2196,GeneID,84582,3
2197,GeneID,297893,3
2198,GeneID,9611,3
2199,GeneID,363287,3
2200,GeneID,84578,3
2201,GeneID,283455,3
2202,GeneID,389840,3
2203,GeneID,65268,3
2204,GeneID,54861,3
2205,GeneID,9020,3
2206,GeneID,813841,3
2207,GeneID,10454,3
2208,GeneID,282041,3
2209,GeneID,21898,3
2210,GeneID,6754,3
2211,GeneID,6752,3
2212,GeneID,508809,3
2213,GeneID,396449,3
2214,GeneID,3919354,3
2215,GeneID,66839059,3
2216,GeneID,9361,3
2217,GeneID,10017,3
2218,GeneID,2152,3
2219,GeneID,3636,3
2220,GeneID,4661,3
2221,GeneID,110279,3
2222,GeneID,7444,3
2223,GeneID,20779,3
2224,GeneID,12747,3
2225,GeneID,85243,3
2226,GeneID,50599,3
2227,GeneID,5229,3
2228,GeneID,56718,3
2229,GeneID,26575,3
2230,GeneID,55775,3
2231,GeneID,61419528,3
2232,GeneID,56717,3
2233,GeneID,24415,3
2234,GeneID,24416,3
2235,GeneID,3973,3
2236,GeneID,64421,3
2237,GeneID,3684,3
2238,GeneID,14186,3
2239,GeneID,2900,3
2240,GeneID,471,3
2241,GeneID,10287,3
2242,GeneID,16452,3
2243,GeneID,5320,3
2244,GeneID,37616440,3
2245,GeneID,29733,3
2246,GeneID,86862725,3
2247,GeneID,946955,3
2248,GeneID,5788,3
2249,GeneID,55825,3
2250,GeneID,20182,3
2251,GeneID,20183,3
2252,GeneID,16854,3
2253,GeneID,294362,3
2254,GeneID,56749,3
2255,GeneID,5031,3
2256,GeneID,3303,3
2257,GeneID,3309,3
2258,GeneID,100303708,3
2259,GeneID,2171,3
2260,GeneID,2167,3
2261,GeneID,2168,3
2262,GeneID,396816,3
2263,GeneID,78959,3
2264,GeneID,281293,3
2265,GeneID,3738,3
2266,GeneID,24782,3
2267,GeneID,292661,3
2268,GeneID,64562,3
2269,GeneID,14293,3
2270,GeneID,14812,3
2271,GeneID,5737,3
2272,GeneID,64816,3
2273,GeneID,100861540,3
2274,GeneID,27163,3
2275,GeneID,266607,3
2276,GeneID,302813,3
2277,GeneID,586,3
2278,GeneID,25747,3
2279,GeneID,18777,3
2280,GeneID,2590,3
2281,GeneID,497757,3
2282,GeneID,9293,3
2283,GeneID,3764,3
2284,GeneID,10060,3
2285,GeneID,64834,3
2286,GeneID,397134,3
2287,GeneID,54165,3
2288,GeneID,12772,3
2289,GeneID,25264,3
2290,GeneID,2925,3
2291,GeneID,4829,3
2292,GeneID,4889,3
2293,GeneID,64754,3
2294,GeneID,10320,3
2295,GeneID,6564,3
2296,GeneID,1312,3
2297,GeneID,23657,3
2298,GeneID,55512,3
2299,GeneID,7347,3
2300,GeneID,5007,3
2301,GeneID,6606,3
2302,GeneID,23173,3
2303,GeneID,1660,3
2304,GeneID,25147,3
2305,GeneID,4298,3
2306,GeneID,1589,3
2307,GeneID,54207,3
2308,GeneID,177,3
2309,GeneID,719,3
2310,GeneID,397131,3
2311,GeneID,6721,3
2312,GeneID,23133,3
2313,GeneID,885903,3
2314,GeneID,389,3
2315,GeneID,29580,3
2316,GeneID,221120,3
2317,GeneID,65125,3
2318,GeneID,281970,3
2319,GeneID,281969,3
2320,GeneID,100135547,3
2321,GeneID,220,3
2322,GeneID,888740,3
2323,GeneID,855135,3
2324,GeneID,7099,3
2325,GeneID,2140,3
2326,GeneID,978,3
2327,GeneID,423704,3
2328,GeneID,6262,3
2329,GeneID,9615,3
2330,GeneID,24834,3
2331,GeneID,19886,3
2332,GeneID,56637,3
2333,GeneID,278,3
2334,GeneID,277,3
2335,GeneID,276,3
2336,GeneID,79444,3
2337,GeneID,5169,3
2338,GeneID,5167,3
2339,GeneID,121278,3
2340,GeneID,304496,3
2341,GeneID,361618,3
2342,GeneID,852457,3
2343,GeneID,191,3
2344,GeneID,1977,3
2345,GeneID,14527,3
2346,GeneID,25303,3
2347,GeneID,781,3
2348,GeneID,24385,3
2349,GeneID,222236,3
2350,GeneID,309004,3
2351,GeneID,403825,3
2352,GeneID,51056,3
2353,GeneID,427317,3
2354,GeneID,5649109,3
2355,GeneID,5651987,3
2356,GeneID,81636,3
2357,GeneID,25289,3
2358,GeneID,54223,3
2359,GeneID,29241,3
2360,GeneID,64508,3
2361,GeneID,280993,3
2362,GeneID,57582,3
2363,GeneID,874,3
2364,GeneID,888176,3
2365,GeneID,888174,3
2366,GeneID,45426451,3
2367,GeneID,20517,3
2368,GeneID,100009237,3
2369,GeneID,2570,3
2370,GeneID,200959,3
2371,GeneID,171163,3
2372,GeneID,29504,3
2373,GeneID,3509526,3
2374,GeneID,16485,3
2375,GeneID,16495,3
2376,GeneID,100101555,3
2377,GeneID,879547,3
2378,GeneID,102131116,3
2379,GeneID,11761,3
2380,GeneID,727,3
2381,GeneID,2717,3
2382,GeneID,25053,3
2383,GeneID,3174,3
2384,GeneID,6570,3
2385,GeneID,100008601,3
2386,GeneID,25665,3
2387,GeneID,1831,3
2388,GeneID,19879,3
2389,GeneID,25874,3
2390,GeneID,853758,3
2391,GeneID,6096,3
2392,GeneID,6609,3
2393,GeneID,4000,3
2394,GeneID,353189,3
2395,GeneID,45423962,3
2396,GeneID,887081,3
2397,GeneID,403910,3
2398,GeneID,25469,3
2399,GeneID,6472,3
2400,GeneID,58800,3
2401,GeneID,11554,3
2402,GeneID,9154,3
2403,GeneID,100,3
2404,GeneID,68667,3
2405,GeneID,41,3
2406,GeneID,381203,3
2407,GeneID,160728,3
2408,GeneID,24310,3
2409,GeneID,83535,3
2410,GeneID,80885,3
2411,GeneID,353250,3
2412,GeneID,24300,3
2413,GeneID,1571,3
2414,GeneID,25818,3
2415,GeneID,6557,3
2416,GeneID,5498,3
2417,GeneID,2715607,3
2418,GeneID,397492,3
2419,GeneID,22368,3
2420,GeneID,84889,3
2421,GeneID,2867,3
2422,GeneID,1515,2
2423,GeneID,17202,2
2424,GeneID,17199,2
2425,GeneID,17203,2
2426,GeneID,17201,2
2427,GeneID,25265,2
2428,GeneID,3759,2
2429,GeneID,24521,2
2430,GeneID,84787,2
2431,GeneID,84661,2
2432,GeneID,4835998,2
2433,GeneID,4836014,2
2434,GeneID,935181,2
2435,GeneID,4836003,2
2436,GeneID,5925,2
2437,GeneID,117194,2
2438,GeneID,100135626,2
2439,GeneID,101839819,2
2440,GeneID,21338,2
2441,GeneID,64475,2
2442,GeneID,6923,2
2443,GeneID,8453,2
2444,GeneID,6921,2
2445,GeneID,54496,2
2446,GeneID,84023,2
2447,GeneID,19219,2
2448,GeneID,281801,2
2449,GeneID,157,2
2450,GeneID,11073,2
2451,GeneID,29234,2
2452,GeneID,14387,2
2453,GeneID,10003,2
2454,GeneID,2160,2
2455,GeneID,2830,2
2456,GeneID,574402,2
2457,GeneID,100135627,2
2458,GeneID,2696,2
2459,GeneID,108,2
2460,GeneID,114,2
2461,GeneID,111,2
2462,GeneID,281510,2
2463,GeneID,4860,2
2464,GeneID,57007,2
2465,GeneID,6817,2
2466,GeneID,3696,2
2467,GeneID,24816,2
2468,GeneID,80910,2
2469,GeneID,2158,2
2470,GeneID,266770,2
2471,GeneID,6549,2
2472,GeneID,100009430,2
2473,GeneID,397498,2
2474,GeneID,101,2
2475,GeneID,8078,2
2476,GeneID,24088,2
2477,GeneID,7097,2
2478,GeneID,21897,2
2479,GeneID,7096,2
2480,GeneID,2289,2
2481,GeneID,1140,2
2482,GeneID,1144,2
2483,GeneID,1146,2
2484,GeneID,12773,2
2485,GeneID,86862606,2
2486,GeneID,944816,2
2487,GeneID,3673,2
2488,GeneID,233081,2
2489,GeneID,282306,2
2490,GeneID,5837,2
2491,GeneID,110651,2
2492,GeneID,2353,2
2493,GeneID,24590,2
2494,GeneID,16451,2
2495,GeneID,79239,2
2496,GeneID,4023,2
2497,GeneID,84112,2
2498,GeneID,8435,2
2499,GeneID,3752,2
2500,GeneID,84695,2
2501,GeneID,10617,2
2502,GeneID,2841,2
2503,GeneID,282883,2
2504,GeneID,1594,2
2505,GeneID,5111,2
2506,GeneID,946149,2
2507,GeneID,75204461,2
2508,GeneID,5209,2
2509,GeneID,81600,2
2510,GeneID,5033,2
2511,GeneID,54681,2
2512,GeneID,25027,2
2513,GeneID,15484,2
2514,GeneID,100125991,2
2515,GeneID,8625606,2
2516,GeneID,4804,2
2517,GeneID,14816,2
2518,GeneID,57305,2
2519,GeneID,2073,2
2520,GeneID,25272,2
2521,GeneID,7443,2
2522,GeneID,64386,2
2523,GeneID,649,2
2524,GeneID,4316,2
2525,GeneID,56547,2
2526,GeneID,4317,2
2527,GeneID,2120,2
2528,GeneID,855224,2
2529,GeneID,16913,2
2530,GeneID,8544,2
2531,GeneID,3586,2
2532,GeneID,3508953,2
2533,GeneID,2621,2
2534,GeneID,4225,2
2535,GeneID,282004,2
2536,GeneID,4851,2
2537,GeneID,397343,2
2538,GeneID,80332,2
2539,GeneID,55031,2
2540,GeneID,57602,2
2541,GeneID,55611,2
2542,GeneID,2735,2
2543,GeneID,7965,2
2544,GeneID,13435,2
2545,GeneID,433759,2
2546,GeneID,282974,2
2547,GeneID,1326,2
2548,GeneID,79811,2
2549,GeneID,7296,2
2550,GeneID,219771,2
2551,GeneID,12143,2
2552,GeneID,770,2
2553,GeneID,109880,2
2554,GeneID,3178,2
2555,GeneID,21969,2
2556,GeneID,6755,2
2557,GeneID,398457,2
2558,GeneID,11682,2
2559,GeneID,13649,2
2560,GeneID,100008972,2
2561,GeneID,170911,2
2562,GeneID,11651,2
2563,GeneID,16001,2
2564,GeneID,9088,2
2565,GeneID,1145,2
2566,GeneID,12038,2
2567,GeneID,290567,2
2568,GeneID,26395,2
2569,GeneID,110606,2
2570,GeneID,281169,2
2571,GeneID,14272,2
2572,GeneID,327686,2
2573,GeneID,1491,2
2574,GeneID,947097,2
2575,GeneID,2913,2
2576,GeneID,65267,2
2577,GeneID,74769,2
2578,GeneID,81670,2
2579,GeneID,75202088,2
2580,GeneID,944786,2
2581,GeneID,2150,2
2582,GeneID,773,2
2583,GeneID,14183,2
2584,GeneID,581,2
2585,GeneID,12043,2
2586,GeneID,578,2
2587,GeneID,5547,2
2588,GeneID,8517,2
2589,GeneID,148252,2
2590,GeneID,5322,2
2591,GeneID,4893,2
2592,GeneID,390502,2
2593,GeneID,8754,2
2594,GeneID,7295,2
2595,GeneID,9520,2
2596,GeneID,3965,2
2597,GeneID,16852,2
2598,GeneID,3960,2
2599,GeneID,56646,2
2600,GeneID,69146,2
2601,GeneID,79792,2
2602,GeneID,100009066,2
2603,GeneID,3885966,2
2604,GeneID,3304,2
2605,GeneID,3833,2
2606,GeneID,14080,2
2607,GeneID,2170,2
2608,GeneID,8871,2
2609,GeneID,25552,2
2610,GeneID,37892,2
2611,GeneID,100008647,2
2612,GeneID,6768,2
2613,GeneID,19217,2
2614,GeneID,886125,2
2615,GeneID,25197,2
2616,GeneID,6480,2
2617,GeneID,18747,2
2618,GeneID,20266,2
2619,GeneID,72821,2
2620,GeneID,882335,2
2621,GeneID,28248,2
2622,GeneID,83500,2
2623,GeneID,23492,2
2624,GeneID,18,2
2625,GeneID,7879,2
2626,GeneID,281914,2
2627,GeneID,14289,2
2628,GeneID,309212,2
2629,GeneID,387285,2
2630,GeneID,81668,2
2631,GeneID,8876,2
2632,GeneID,64680,2
2633,GeneID,154968,2
2634,GeneID,56965,2
2635,GeneID,1890,2
2636,GeneID,948901,2
2637,GeneID,47,2
2638,GeneID,427,2
2639,GeneID,8313,2
2640,GeneID,868,2
2641,GeneID,5321,2
2642,GeneID,2305,2
2643,GeneID,26394,2
2644,GeneID,2153,2
2645,GeneID,50868,2
2646,GeneID,54659,2
2647,GeneID,9002,2
2648,GeneID,620246,2
2649,GeneID,2004,2
2650,GeneID,4149,2
2651,GeneID,286764,2
2652,GeneID,22260,2
2653,GeneID,24784,2
2654,GeneID,116509,2
2655,GeneID,1675,2
2656,GeneID,12494,2
2657,GeneID,3990,2
2658,GeneID,60628,2
2659,GeneID,6291,2
2660,GeneID,6288,2
2661,GeneID,3240,2
2662,GeneID,11001,2
2663,GeneID,55811,2
2664,GeneID,281105,2
2665,GeneID,1361,2
2666,GeneID,1360,2
2667,GeneID,3795,2
2668,GeneID,10533,2
2669,GeneID,64666,2
2670,GeneID,6895,2
2671,GeneID,362443,2
2672,GeneID,23463,2
2673,GeneID,7101,2
2674,GeneID,3073,2
2675,GeneID,23762,2
2676,GeneID,5931,2
2677,GeneID,60,2
2678,GeneID,18168,2
2679,GeneID,100996758,2
2680,GeneID,5540,2
2681,GeneID,4255,2
2682,GeneID,8529,2
2683,GeneID,1579,2
2684,GeneID,396766,2
2685,GeneID,947882,2
2686,GeneID,75202019,2
2687,GeneID,2863,2
2688,GeneID,7473,2
2689,GeneID,10797,2
2690,GeneID,13162,2
2691,GeneID,59283,2
2692,GeneID,100034242,2
2693,GeneID,100034175,2
2694,GeneID,4047,2
2695,GeneID,20186,2
2696,GeneID,20181,2
2697,GeneID,8542,2
2698,GeneID,54799,2
2699,GeneID,948847,2
2700,GeneID,17171,2
2701,GeneID,7225,2
2702,GeneID,80853,2
2703,GeneID,7412,2
2704,GeneID,18162,2
2705,GeneID,294075,2
2706,GeneID,387,2
2707,GeneID,8566,2
2708,GeneID,396061,2
2709,GeneID,54331,2
2710,GeneID,2782,2
2711,GeneID,8505,2
2712,GeneID,2222,2
2713,GeneID,15112,2
2714,GeneID,23210,2
2715,GeneID,3816,2
2716,GeneID,10002,2
2717,GeneID,3145,2
2718,GeneID,117,2
2719,GeneID,4891,2
2720,GeneID,6932,2
2721,GeneID,1759,2
2722,GeneID,2067,2
2723,GeneID,2072,2
2724,GeneID,1841,2
2725,GeneID,542585,2
2726,GeneID,84678,2
2727,GeneID,54166246,2
2728,GeneID,68758,2
2729,GeneID,1357,2
2730,GeneID,837168,2
2731,GeneID,3988,2
2732,GeneID,2805,2
2733,GeneID,11177,2
2734,GeneID,403693,2
2735,GeneID,17246,2
2736,GeneID,8031,2
2737,GeneID,25155,2
2738,GeneID,11176,2
2739,GeneID,12495,2
2740,GeneID,63997,2
2741,GeneID,84630,2
2742,GeneID,12768,2
2743,GeneID,10753,2
2744,GeneID,397027,2
2745,GeneID,826,2
2746,GeneID,53978,2
2747,GeneID,2846,2
2748,GeneID,55991,2
2749,GeneID,89488095,2
2750,GeneID,83451,2
2751,GeneID,1232,2
2752,GeneID,26420,2
2753,GeneID,23821,2
2754,GeneID,9194,2
2755,GeneID,6566,2
2756,GeneID,22064,2
2757,GeneID,72269,2
2758,GeneID,11486,2
2759,GeneID,6517,2
2760,GeneID,2247,2
2761,GeneID,20264,2
2762,GeneID,100137047,2
2763,GeneID,887777,2
2764,GeneID,3547029,2
2765,GeneID,3146,2
2766,GeneID,29672699,2
2767,GeneID,1994,2
2768,GeneID,29735,2
2769,GeneID,399501,2
2770,GeneID,29173,2
2771,GeneID,12750,2
2772,GeneID,12748,2
2773,GeneID,243616,2
2774,GeneID,79213,2
2775,GeneID,14412,2
2776,GeneID,6533,2
2777,GeneID,6539,2
2778,GeneID,6538,2
2779,GeneID,50676,2
2780,GeneID,11156,2
2781,GeneID,4538,2
2782,GeneID,10576,2
2783,GeneID,89776,2
2784,GeneID,19215,2
2785,GeneID,14764,2
2786,GeneID,887059,2
2787,GeneID,45425226,2
2788,GeneID,8001,2
2789,GeneID,12292,2
2790,GeneID,12289,2
2791,GeneID,3744,2
2792,GeneID,443228,2
2793,GeneID,443066,2
2794,GeneID,24434,2
2795,GeneID,5655980,2
2796,GeneID,22341,2
2797,GeneID,853455,2
2798,GeneID,8828,2
2799,GeneID,60444,2
2800,GeneID,374212,2
2801,GeneID,9312,2
2802,GeneID,117144,2
2803,GeneID,282471,2
2804,GeneID,397808,2
2805,GeneID,29221,2
2806,GeneID,18171,2
2807,GeneID,100720210,2
2808,GeneID,83511,2
2809,GeneID,493856,2
2810,GeneID,8454,2
2811,GeneID,850333,2
2812,GeneID,25271,2
2813,GeneID,2538,2
2814,GeneID,56302,2
2815,GeneID,146057,2
2816,GeneID,89517624,2
