ID,Activity_Level,Toxicity_Level,Rank_Score,Active_Count,Total_Assay_Count,Active_Targets,Active_Accessions,Toxicity_Targets
T60152,高活性,低毒性,1,27,47,983;1020;1017;1025;2931;891;2932;8900;8851;1018,P78396;P50750;O60563;Q15078;P24941;P14635;P49840;Q00526;P49841;P24864;P06493;Q00535,
T19599,高活性,低毒性,1,27,45,9934;2840;171108;574402;140795;5029,Q15391;NP_001008497;Q15077;NP_001020552;NP_001154889;NP_001074924;NP_598261;P41231,
T21871,高活性,低毒性,1,27,66,840;842;836,P55211;P42574;P55210,
T5475,高活性,低毒性,1,26,60,2264;2263;2261;2324;5159;2321;3791;2260,P35968;P35916;P00533;P21802;P09619;P17948;P11362;P22607;P22455,
T11315,高活性,低毒性,1,26,48,945019;887800;45426858;75202014;812223,Q8IKG4;P45568;P9WNS1;W8T2T2,
T7633,高活性,低毒性,1,26,68,6870;24808;100135627;21338,P29371;NP_067357;P16177;NP_001050;NP_058749;P30098,
T17144,高活性,低毒性,1,26,73,2556;2554;2558;2555;2562;2566,P18507;P28472;P47869;P31644;NP_001158509;NP_001121120;NP_001107647;P34903;NP_000799;P14867,
T9678,高活性,低毒性,1,26,52,947286;5168;947294,NP_208344;NP_417297;NP_207880;NP_417299;Q13822,
T17117,高活性,低毒性,1,25,49,135;140;136;29290;57413;25369;134,P29275;P25099;P0DMS8;NP_001075445;P30542;NP_000667;NP_445746;P30543;NP_001041695;NP_000666;NP_058851;P29274,
T3422,高活性,低毒性,1,25,41,107;2696;115;196883;2642;108;2740;109;114;112;113;25024;24953;111,O60503;P51828;Q08828;P43220;O95622;O43306;P40145;Q08462;P43219;P48546;Q8NFM4;P47871;O60266;P30082,
T12293L,高活性,低毒性,1,25,63,796;10203;25029;10267,Q63118;O60894;P06881;Q16602,
T8114,高活性,低毒性,1,25,68,26419;9212;5292;281510;11040,P0DTD1;Q9P1W9;P11309;3V3V_A;P17599;Q7ZJM1;Q96GD4;Q91Y86,
T11078,高活性,低毒性,1,25,35,1815;25229;79246;53949;81645;24260;24316;25111;58963;29595;25187,P08485;P14416;P18901;P35563;P08483;P10980;P08909;P21917;P08911;P08482;Q9JJ16;P14842,
T67822L,高活性,低毒性,1,25,28,493724;812947;4860,1N3I_B;Q8I3X4;P00491;Q8T9Z7;1N3I_A;P55859,
T11824LL,高活性,低毒性,1,25,75,6850;967,NP_001167638;O60674;P43405;P08962,
T39665,高活性,低毒性,1,25,53,3757;12778;57007;84348;403964,P56485;Q12809;P25106;O89039;P11613,
T16842,高活性,低毒性,1,24,44,24807;6865;282088;101839819;25007;100135627;6870;6869,P14600;P21452;P16610;P51144;NP_001048;P05363;NP_001050;NP_056542;NP_542946;P25103;P30098,
T31645,高活性,低毒性,1,24,41,1432;5603;5600;6300,P53778;Q16539;Q15759;O15264,
T11447,高活性,低毒性,1,24,45,102800317;1020;9149;8444;2932;8798;1454;8445;8851;1195;57396;1198;1196,P49759;Q9HAZ1;Q92630;Q15078;O43781;Q9NR20;P49761;P49760;Q9Y463;Q13627;P49841;P49674;Q00535,
T21000,高活性,低毒性,1,24,76,4137;351;6817,P10636;P50225;P49888;P05067,
T13473,高活性,低毒性,1,24,38,3678;3685;3688;3676,P18564;P26012;P05556;P53708;P06756;P08648;P13612,
T4259,高活性,低毒性,1,24,81,3690;3678;142;3696;3694;3685;3693;3688,P18564;P26012;P05106;P09874;P05556;P06756;P18084;P08648,
T38960,高活性,低毒性,1,24,38,2872;660;8569;3718;695;7182;640;2475;1195;1196,P49759;P51813;Q06187;P49760;Q9BUB5;P42345;Q9HBH9;P49116;P52333;P51451,
T4342,高活性,低毒性,1,24,52,3326;3320,P07900;P08238,
T68022,高活性,低毒性,1,24,60,24816;6915,P34978;P21731,
T12266,高活性,低毒性,1,24,42,7297;3718;3717;3716,O60674;NP_002218;NP_004963;NP_000206;NP_003322;P23458;P29597;P52333,
T27800,高活性,低毒性,1,24,55,57396;135;9212;51776;11541;9448;136;1453;57413;2322;11183;134,P29275;P0DMS8;NP_001075445;P30542;NP_000667;Q60614;NP_001041695;NP_000666,
T11662L,高活性,低毒性,1,23,73,227289;151306,Q8TDU6;NP_778150;Q80SS6,
TQ0082,高活性,低毒性,1,23,67,4986;4985;4988,P35372;P41143;P41145;NP_000902;NP_001138755;NP_000903,
T2075,高活性,低毒性,1,23,25,6195;51422;3932;652;5565;5564;8569;1969;2324;6714;5562;2321;3791;53632;2322;5571;5563,Q9Y478;P35968;P35916;Q9UGI9;Q9UGJ0;P54646;Q9BUB5;P12644;P12931;Q15418;P29317;P17948;Q13131;P36888;O43741;P06239;P54619,
T7905,高活性,低毒性,1,23,26,54814;25797,4FAI_A;3PBB_A;NP_036545;4FBE_A;4F9U_A;4F9V_A;Q16769;Q9NXS2;3PB7_X,
T10638,高活性,低毒性,1,23,56,8019;676;6046,Q15059;O60885;P25440;Q58F21,
T12365,高活性,低毒性,1,23,56,10038;5294;142;5293;5291,P42338;P42336;O00329;Q9UGN5;P09874;P48736,
T12054,高活性,低毒性,1,22,59,85268;3274;3757;11255;59340;3269,NP_001091683;Q865E1;Q12809;NP_001153638;NP_009163;NP_001124527;Q9Y5N1;Q9QYN8,
T17176,高活性,低毒性,1,22,71,885833;880566;45425463;886523;880760,Q9I4X3;Q56950;P71716;P9WGR1;Q9HWG3,
T76341L,高活性,低毒性,1,22,40,100135587;4985;100379267;24613;4988;4986;25601,P33533;P33535;P35372;P41143;P41145;P41144;P97266,
TQ0010,高活性,低毒性,1,22,29,7297;3718,O60674;P23458;P42224;P52333;P29597,
T8535,高活性,低毒性,1,22,42,56997;2051;3932;2580;6714;25;8767;90;51701;658;2046;5607;2041,P29322;O14976;P00533;Q13163;P21709;O00238;P12931;Q9UBE8;Q8NI60;P00519;O15197;Q04771;O43353;P06239,
T36634,高活性,低毒性,1,22,40,53831;80910,Q9NQS5;P30731;Q8CIM5,
T22247,高活性,低毒性,1,22,56,1557;1559;10000,P31749;P11712;Q9Y243;P33261;P31751,
T14083,高活性,低毒性,1,22,28,29412;1815;1814;1128;25083;24473;24318;24174;24175;1129;25645;24925;1133;10280;1131;24316;24176;29595,P20309;P08912;P10608;P22909;P35462;P19328;P08172;P26255;P11229;P43140;Q99720;P21917;P19327;P18901;P18090;P08173;P61169;P22086;P14842,
T9647,高活性,低毒性,1,22,41,6329;6323;11280;6331;6326;6334;20274;6328;6332;6336,P35498;Q99250;Q15858;Q9UI33;Q9Y5Y9;Q9UQD0;Q62205;Q14524;Q9NY46;P35499;Q01118,
T14782,高活性,低毒性,1,21,21,3362;3357;3363,P14416;P08908;P41595;P50406;P28223;P34969,
T6933,高活性,低毒性,1,21,24,7297;3718,O60674;P23458;P52333;P29597,
T12855,高活性,低毒性,1,21,29,1814;100135548;3352;3355;65032;3351;3363;3357,P28221;P32305;P14416;P08908;P30939;O70528;P35462;P41595;P28222;P34969;NP_062874,
T4268,高活性,低毒性,1,21,58,780;660;3815;1432;695;5159;25,P51813;Q06187;P10721;P09619;P00519;Q16539;Q08345;P16234,
T27554,高活性,低毒性,1,21,59,23604;1613;28989;1612;415116;5292;8445;11040,Q9P1W9;Q92630;Q9BV86;P53355;P11309;O43293;Q86V86;Q9UIK4;Q9NWZ3,
T62832,高活性,低毒性,1,21,58,5340;5742;2158;2155;3818;5327;2159;5328;2160,P08709;P03952;P00734;P23219;P00749;P00750;P00740;P00742;Q08499;P00747;P03951,
T25651,高活性,低毒性,1,21,51,81782;266770;20652,Q7TQM4;Q61263;P24752;O70536,
T8562,高活性,低毒性,1,21,46,7442;83810,O35433;Q8NER1;NP_542437,
T23203,高活性,低毒性,1,21,61,135;11541;136;57413;25369;134,P29275;NP_031439;NP_001075445;NP_000667;Q60614;NP_001041695;NP_445746;NP_000666;NP_058851;P29274,
T9762,高活性,低毒性,1,21,29,29412;24173;25083;147;148;24174;24175;146,P43140;P25100;P15823;P08908;P35368;P22909;NP_000669;NP_000671;P22086;P35348;P19328;NP_000670,
T12746,高活性,低毒性,1,20,54,6093;1559;9475;5592;1576;1565,P08684;Q13464;P10635;P11712;O75116;Q13976,
T22489,高活性,低毒性,1,20,56,282133;100911796,P29275;P0DMS8;NP_037028;P30542;Q4VQ11;P28647;P29274;P28190,
T5540,高活性,低毒性,1,20,66,25989;2872;81788;9641;120892;5298;1436;9262;29110,P07333;Q9UHD2;Q5S007;Q9H093;Q2M2I8;Q9HBH9;Q6PHR2;Q9UBF8;O94768;Q14164,
T22552L,高活性,低毒性,1,20,36,4837;2593;27232;5409;7468;3176,3EL8_A;O96028;Q14749;P40261;P21964;P11086;Q14353;P50135,
T71665,高活性,低毒性,1,20,49,3757;1234,P51681;Q12809,
T28809,高活性,低毒性,1,20,22,1814;29412;24173;25553;29413;3363,P43140;P14416;P15823;P08908;P31389;P22909;P31645;P21917;P35462;P31652;P41595;P19328;P50406;P22086;P28223;P28335;P34969;P23944,
T67811,高活性,低毒性,1,19,32,29412;24173;29581;24318;29413;24316;29595;25187,P43140;P15823;P18901;P30994;P61169;P08909;P23944;P14842,
T2089,高活性,低毒性,1,19,43,6548;100009586;100343957;6549;100009430,P23791;P19634;P26432;Q9UBY0;P50482,
T10244,高活性,低毒性,1,19,52,10014;51564;10013;3065;15185;8841;3066,Q9UQL6;Q8WUI4;Q9UBN7;Q13547;Q9Z2V5;Q92769;O15379,
T4386,高活性,低毒性,1,19,40,4988;4985;4986,P35372;NP_001138755;P41145;P41143,
T70058,高活性,低毒性,1,19,68,64223;79109;2475;253260;57521,P42336;P42345;Q8N122;Q9BVC4;Q9BPZ7;Q6R327,
T37816,高活性,低毒性,1,19,48,3358;3357;3356;3362,P41595;NP_000858;P50406;P28335;P28223;NP_001159419;NP_001243690,
T5533,高活性,低毒性,1,19,19,8851;905;8900;1020,P78396;P50750;P50613;O60563;Q15078;Q8WWL7;O95067;P24941;P14635;O60583;P06493;Q00535;P20248,
T25127,高活性,低毒性,1,18,43,24451;1586;1584;1576;1595;1588,P08684;P15538;P05093;NP_001139624;P06762;P11511;NP_112503,
T22752L,高活性,低毒性,1,18,26,100135587;4985;18386;100379267;24613;4988;25601,P33533;P33535;P41143;NP_038650;NP_000902;P41144;P97266;NP_001138755,
T69188,高活性,低毒性,1,18,27,100049478;84027;2931;2932,P15206;Q9DGD3;Q8WWL7;O95067;P14635;P49840;P18266;P49841;P06493,
T8224,高活性,低毒性,1,18,55,1128;25229;1133;3064;1131,P20309;P0DTD1;P08912;NP_036257;NP_000729;P42858;NP_000731;P11229;P08482,
T4654,高活性,低毒性,1,18,60,12801;1269;1268,P21554;P47746;P34972,
T23524,高活性,低毒性,1,18,33,1129;397498,P06199;P08172,
T24656,高活性,低毒性,1,17,29,63885;5139;5140;10846,Q9QYJ6;Q14432;Q13370;Q9Y233;2OVY_A,
T27654,高活性,低毒性,1,17,31,6868;101;102,P08253;P78536;P14780;P78325;P39900;O14672,
T22168,高活性,低毒性,1,17,34,29843;7375;8078,Q9P0U3;Q13107;P45974,
T9175,高活性,低毒性,1,17,38,1453;102800317;1452;1454,P51946;P50750;P50613;O60563;P48730;P48729;P49674,
T30961,高活性,低毒性,1,17,46,6646;81782,P35610;Q95214;O70536,
T16294,高活性,低毒性,1,17,37,55851;5664;51107;5663;83464;23385,Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42,
T27186,高活性,低毒性,1,17,22,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T5105,高活性,低毒性,1,17,62,29412;5337;24173;25083;24174;24175;29413;282135;282134,P43140;P15823;Q28838;P22909;P22086;P19328;P23944;P18130;Q13393,
T27703,高活性,低毒性,1,17,23,57406;2166;100730517,P31389;Q9BV23;O00519;Q99685,
T5194,高活性,低毒性,1,17,26,6733;3757;6732;9149;1195;57396;1196;26576,P49759;Q9HAZ1;P78362;P49760;Q9UPE1;Q12809;Q96SB4;Q9Y463;Q13627,
T39914,高活性,低毒性,1,17,20,29126;5133,Q15116;Q9NZQ7,
T15008,高活性,低毒性,1,16,33,58959;1394;104909134,P35353;P34998,
T12779,高活性,低毒性,1,16,21,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T8887,高活性,低毒性,1,16,35,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T5634,高活性,低毒性,1,16,17,1436;673;780;4921,P07333;P15056;Q08345;P04049;P10398;Q16832,
TQ0255,高活性,低毒性,1,16,17,3791;2260;2263;695,P35968;Q06187;P00533;P21802;P11362,
T9195,高活性,低毒性,1,16,19,3106;3456,O60674;P01574;P23458;P01889,
T77771,高活性,低毒性,1,16,22,18706;5293;5291;5294,P42338;P42336;O00329;P42337;P48736,
T7535,高活性,低毒性,1,16,39,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T15020,高活性,低毒性,1,16,34,24088;10333;7097;21897;7096,Q9EPQ1;Q15399;Q9Y2C9;Q9QUN7;O60603,
T4238,高活性,低毒性,1,16,38,25451;29707;140674;289606;140675;29708;79211;65191;29705;29709;81658;24947;24922;29689;25450,P28473;P15431;P19969;P62813;P63138;P63079;O09028;P18506;P30191;P18508;Q9ES14;P20236;P28471;P23574;P23576;Q91ZM7,
T9519,高活性,低毒性,1,16,28,5024;22953,Q9UBL9;P56373,
T88859,高活性,低毒性,1,16,24,55851;1942;1969;5664;51107;5663;83464;151306;23385,P20827;Q8TDU6;Q8WW43;Q96BI3;O60218;Q92542;P29317;P49810;P49768;Q9NZ42,
T29064,高活性,低毒性,1,16,19,3358;1815;1813;1814;1812;3357;1816,P14416;P08908;NP_057658;P21917;P21728;P35462;P41595;P28223;P21918;P28335,
T17204,高活性,低毒性,1,16,54,10919;79813;28989;2237,Q9H9B1;NP_001273725;Q96KQ7;NP_004102;NP_001276342,
T27462,高活性,低毒性,1,16,51,3269;85268;11255,P35367;Q9Y5N1;Q9QYN8,
T3547,高活性,低毒性,1,15,45,6524;6523,P13866;NP_003032;NP_001243243;P31639,
T32633,高活性,低毒性,1,15,28,1814;29412;24173;25553;29413;3363,P43140;P14416;P15823;P08908;P31389;P31645;P21917;P35462;P31652;P41595;P28223;P28335;P34969;P23944,
T12655,高活性,低毒性,1,15,36,6326;78956;6334;20274;6332,O08562;Q15858;Q9UQD0;Q62205;Q01118;Q99250,
T6727,高活性,低毒性,1,15,53,24417;10013;2914;2916,P31423;NP_073157;Q14833;AAI30529;Q9UBN7;NP_000834;NP_001243743,
T28036,高活性,低毒性,1,15,19,4221;4297,O00255;Q03164,
T22114,高活性,低毒性,1,15,21,12802;1269;1268;12801,P47936;P21554;P47746;P34972,
T11451,高活性,低毒性,1,15,32,2289;614795;25639;2288;2280,Q62658;Q13451;1F40_A;Q02790;P18203;P62942,
T27857,高活性,低毒性,1,15,46,24419;2917;24417;2914;2916,P31423;Q14833;NP_870989;O15303;NP_000834;P35349;NP_001243743,
T4685,高活性,低毒性,1,15,31,3615;3614;3251,P20839;1QK4_A;P00492;1Z6D_A;1P17_A;1P19_A;P12268;1YFZ_A;1G9S_A,
T28544,高活性,低毒性,1,15,27,9132;3786;3785;56479,P56696;O43525;Q9NR82;O43526,
T68154,高活性,低毒性,1,15,38,1140;1137;25590;1143;1134;1144;1139;54239;1136;1146;1141,P11230;P09483;P32297;P30926;P12390;P17787;P07510;P02708;P36544;P43681;Q07001,
T39448,高活性,低毒性,1,15,39,187;83518;23796,Q9JHG3;Q9WV08;P35414,
T24850,高活性,低毒性,1,15,23,282682;281457;2869;6011;9475;281801;5578;156,P28327;P25098;P21146;P34947;O75116;Q15835;P43249;P17252;3PVW_A,
T7522,高活性,低毒性,1,15,24,102;6868,NP_003174;P08253;P50281;P78536;P14780;NP_001101;O14672;P03956,
T64320,高活性,低毒性,1,15,41,3656265;3555118,XP_843920;Q4E657;EFZ27700;O15648,
T22964,高活性,低毒性,1,15,54,3358;29581;3357;3356;29595;25187,P30994;P08909;NP_000858;P28223;P28335;NP_001159419;P14842;NP_001243690,
T21017,高活性,低毒性,1,14,32,25368;132;888551;45426178,P55263;P0DMS8;Q64640;P9WID5;P29274,
T68035,高活性,低毒性,1,14,14,3358;3360;3352;3351;3363;3357;3362;3350;3356,NP_000855;NP_001035262;NP_000515;NP_000862;NP_000858;NP_001159419;NP_062874;NP_000854;NP_001243690,
T4300,高活性,低毒性,1,14,44,1233;403541;12773;171054,P51680;NP_005499;P51679;Q8MJW8;NP_598216;NP_034046,
T31079,高活性,低毒性,1,14,38,25590;1143;1133;1139;54239;1136;3359;15561;1131;25302,P20309;P08912;P32297;P30926;P12390;P46098;Q05941;P08173;P36544;P09483;P23979,
T28145,高活性,低毒性,1,14,33,4313;4318,P08253;P14780,
T14900,高活性,低毒性,1,14,15,1234;729230,P41597;P51681,
T15243,高活性,低毒性,1,14,20,3551;5770,O14920;P18031,
T68173,高活性,低毒性,1,14,29,240;100135514,Q2NNR5;P09917,
T11864,高活性,低毒性,1,14,44,7369;14962,P00751;P35348;P07911;P04186,
T32490,高活性,低毒性,1,14,26,86862606;944816,P0A725;C6ARS9,
T26486,高活性,低毒性,1,14,46,2915;24414;24418;2911,P23385;P31424;NP_001264993;Q13255;NP_001107802;P41594,
T36716,高活性,低毒性,1,14,18,3695;3688;3676;3673,P13612;P17301;P26010;P05556,
T15655,高活性,低毒性,1,14,39,100135472;29290;282133;29316;25369,P29275;P25099;P30542;P30543;P29276;P47745;P29274;P28190,
T77726,高活性,低毒性,1,14,14,7046;94;658;90;657,P37023;P36894;P36897;O00238;Q04771,
T16762,高活性,低毒性,1,14,17,3757;19247,Q12809;P35235;Q06124,
T15614,高活性,低毒性,1,14,18,23945;11343;29254,O35678;Q8R431;Q99685;O00519;NP_001243514,
T62695,高活性,低毒性,1,13,32,8851;1021;896;1020,P51946;P50613;P50750;O60563;P51948;P30281;P24941;Q00534;Q15078;Q00535;P20248,
T26748,高活性,低毒性,1,13,20,86862606;944816,P08253;P08254;P14780;2VES_A;P0A725;C6ARS9,
T15382,高活性,低毒性,1,13,26,24889;887;886,P32238;P30551;P32239,
T11808,高活性,低毒性,1,13,13,81638;24180;100009164;185;186;24182,P50052;P30556;P34976;P25095;P29089;P35351,
T60774,高活性,低毒性,1,13,33,45425463;886523,P9WGR1,
TN3209,高活性,低毒性,1,13,43,142;547923;317748;8658;80351;240,P09917;P08170;P16116;Q9H2K2;P09874;O95271,
T34967,高活性,低毒性,1,13,33,233081;338557;2864,O14842;Q5NUL3;Q76JU9,
T24680,高活性,低毒性,1,13,39,4128;4129;25750,P19643;P27338;P21397,
T10903,高活性,低毒性,1,13,36,1576;3757,P08684;Q12809,
T10864,高活性,低毒性,1,13,15,23028;23186;3065,Q9UKL0;O60341;Q13547,
T9800,高活性,低毒性,1,13,22,2100;2099,P03372;Q92731,
T14916,高活性,低毒性,1,13,38,983;891;281667,P50750;O60563;P24941;P30274;P14635;P24864;P06493;P20248,
T25373,高活性,低毒性,1,13,28,5139;5140,Q14432;Q13370,
T6143L,高活性,低毒性,1,13,23,5291;5287;282306;5294,P42338;P42336;P32871;P48736;O00750,
T13058,高活性,低毒性,1,13,22,1195;57396;1198;1196,P49759;Q9HAZ1;P49761;P49760;Q13627,
T61816,高活性,低毒性,1,13,14,150;147;148;24473;24318;152;151;146;3350,P19327;P25100;P18825;P61169;P35368;P18089;P08913;P35348,
T5484,高活性,低毒性,1,13,30,23081;9682;10765;390245;8242;55693,B2RXH2;P41229;Q9H3R0;Q9UGL1;Q6B0I6;O75164,
T33389,高活性,低毒性,1,13,32,396924;10327;317748;57016;231,P16116;P14550;O60218;P15121;P50578,
TQ0176,高活性,低毒性,1,12,18,1814;1815;1812;1816,P14416;P21917;P21728;P35462;P21918,
T67956,高活性,低毒性,1,12,17,3358;3360;6530;3359;3363;3357;6531,Q13639;P46098;P31645;Q01959;P41595;P28335;P28223;P34969;P23975,
T62606,高活性,低毒性,1,12,17,100009114;100271999,P12530,
T27001,高活性,低毒性,1,12,12,2556;2557;2554;2558;2559;2555,NP_001191196;NP_001158509;NP_001121120;NP_000802;NP_001107647;NP_000799,
TQ0066,高活性,低毒性,1,12,40,85268;11255,Q9Y5N1;Q9QYN8,
T70302,高活性,低毒性,1,12,19,1814;1815,P14416;P21917;P35462,
T9151,高活性,低毒性,1,12,16,1198;1196,Q13627;P49760;P49761,
T28059,高活性,低毒性,1,12,36,3757;100911581,P97612;O00519;Q12809,
T23512,高活性,低毒性,1,12,31,5337;5338,NP_001230037;NP_002653;NP_001123553;NP_002654,
T3521,高活性,低毒性,1,12,24,55851;5664;51107;5663;83464;23385,Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42,
T29201,高活性,低毒性,1,12,13,8913;8912;8911,NP_001005407;O95180;O43497;Q9P0X4;NP_001003406;NP_001243290,
T29236,高活性,低毒性,1,12,22,3786;170848;3785;3784;9132;29682;56479,O43525;NP_004691;NP_579856;NP_113785;NP_062816;NP_000209;O43526,
T22396,高活性,低毒性,1,12,16,54920;2065,P00533;Q9NX74;P21860,
T26519,高活性,低毒性,1,12,40,1241;56413;100135514;10800;6916,Q2NNR5;Q9NPC1;Q15722;Q9Y271;P24557,
T61016,高活性,低毒性,1,12,31,25643;10413;55704,P08753;BAE44387;NP_001123617,
T71966,高活性,低毒性,1,12,13,11545;57097;84875;142,Q53GL7;P11103;P09874;Q9NR21,
T5334,高活性,低毒性,1,12,13,9978;8453;7428,P40337;Q13617;P62877,
T9015,高活性,低毒性,1,12,13,55851;5664;51107;5663;83464;23385,Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42,
T69915,高活性,低毒性,1,12,36,6329;6323;6331;6326;6334;20274;6328;6332,P35498;Q99250;Q15858;Q9UQD0;Q62205;Q14524;Q9NY46;P35499;Q01118,
T28416,高活性,低毒性,1,12,15,5293;5291;5290;5294,P42338;P42336;O00329;P78527;P48736,
T39933,高活性,低毒性,1,12,12,3678;3685;3694,P18564;P06756;P08648,
T12809,高活性,低毒性,1,12,12,1021;595;12443,P24941;P25322;Q00534;P24864;P24385,
T3074,高活性,低毒性,1,12,42,2931;2932,Q8WWL7;O95067;P14635;P49840;P49841;P06493,
T20166,高活性,低毒性,1,12,20,100379267;24613;18386;25601,P33535;P97266;P33533;P32300,
T62263,高活性,低毒性,1,12,13,55851;5664;51107;5663;83464;23385,Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42,
T31048,高活性,低毒性,1,11,16,5837;5836;1595,P06737;P11217;Q16850,
T8688,高活性,低毒性,1,11,12,4836014;935181;4836003;4835998,P0C6W5;P0DTD1;P0C6W3;P0C6X5;P0C6X7;P0C6X4;P0C6X6;Q98VG9;P0C6W4;P0C6Y4,
T9981,高活性,低毒性,1,11,38,43740578;4282,P14174;P0DTD1,
T27683,高活性,低毒性,1,11,30,25553;5027;18439;6531;29665,Q64663;P31645;Q01959;P31652;Q99572;Q9Z1M0,
T68063,高活性,低毒性,1,11,21,29412;24173;29581;24318;29413;29595;25187,P43140;P14416;P15823;P08908;P61169;P30994;P08909;P23944;P14842,
T38863,高活性,低毒性,1,11,11,13142;114027,O35078;P14920;P18894,
T7572,高活性,低毒性,1,11,35,63873;59341;66026,Q9ERZ8;NP_071300;NP_076460;NP_001170904;Q9HBA0;Q9EPK8,
T19686,高活性,低毒性,1,11,31,3269;24448;5724,NP_001158195;P35367;P25105;P31390,
T8421,高活性,低毒性,1,11,15,7004;10413;8463,Q15561;Q15562;P46937,
T68130,高活性,低毒性,1,11,19,57105;10800;100135514,Q2NNR5;NP_065110;Q9Y271;NP_006630;Q9NS75,
T28511,高活性,低毒性,1,11,38,5465;19016;5468;19013;2879,P37231;P36969;P37238;NP_001001928;P23204;NP_619725;Q07869,
T16784,高活性,低毒性,1,11,13,983;595;1019;891;3791,P11802;P50750;P35968;O60563;P24941;P14635;P24864;P06493;P24385,
T32832,高活性,低毒性,1,11,11,25102;171131;25103;25590;170945;25302;64574;54239;81721;25101;65024,P43143;P12389;P12390;P43144;Q9JLB5;P12391;P12392;Q05941;P04757;P20420;P09483,
T15249,高活性,低毒性,1,11,20,2100;2099,P03372;Q92731,
T16144,高活性,低毒性,1,11,18,2322;558;7301;10461,Q12866;P36888;Q06418;P30530,
T9993,高活性,低毒性,1,11,34,6788;6789;120892,Q13043;Q5S007;Q13188,
T4329,高活性,低毒性,1,11,38,58959;1394;104909134,P35353;NP_112261;P34998,
T12399,高活性,低毒性,1,11,27,290029;493724;4860,P00491;P55859;P85973,
TQ0028,高活性,低毒性,1,10,22,5562;5564;5571;5563,Q9Y478;Q13131;P54619;P54646,
T70955,高活性,低毒性,1,10,25,728386;57646;25738;84749;23252,NP_056022;P10686;Q70CQ3;Q6GI75;Q96RU2;A8MUK1,
T7316,高活性,低毒性,1,10,34,57302;1269,Q9QZN9;P34972,
T7125,高活性,低毒性,1,10,40,22178;7299,O42713;P14679;C7FF05;C7FF04;P07147;Q00024,
T6878,高活性,低毒性,1,10,28,6195;110651;6196;6197,P51812;Q15349;Q15418;P18654,
T12568,高活性,低毒性,1,10,26,5025;29659,Q9JJX6;Q99571;P51577;NP_001248327,
T15027,高活性,低毒性,1,10,13,4837;2593;27232;5409;3176,2OA0_A;P50135;Q14749;P40261;P21964;P11086;Q14353;2O9J_A,
T36487,高活性,低毒性,1,10,12,29126;5133,Q15116;Q9NZQ7,
T3177,高活性,低毒性,1,10,21,3062;3061,O43613;NP_001517;O43614;NP_001516,
