rank,ID,SMILES,active_score,activity_level,toxicity_score,P_tox_high,toxicity_level,recommend_score
7168,T41143,COC(=O)[C@@H](N)Cc1ccc(Cl)cc1.Cl,0.0424957451324343,低,0.8019455550000001,0.793525,高毒,0.008416471217065723
7169,T2S1992,C=C(C)C1CC=C(/C=N/O)CC1,0.03964003760731008,低,0.787801637,0.7624079,高毒,0.008411551089529633
7170,T15976,O=C(CCOCCN1C(=O)C=CC1=O)ON1C(=O)CCC1=O,0.049334606263606404,低,0.82995096,0.805532,高毒,0.008389302433904256
7171,T15082,CC1(C)C2=C(Cl)C(=O)C(Cl)=CC2=Nc2ccc(O)cc21,0.09777320590178949,中,0.91424232,0.85537595,高毒,0.008384803304299769
7172,TN1196,C/C1=C/C2C(C/C=C(/CO)C(O)C3C(O)C(C)CC3(O)C1=O)C2(C)C,0.031259420276822,低,0.73181765,0.6817244,高毒,0.008383224789475775
7173,TF0060,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC.[Na+],0.0366765686356674,低,0.7716300742,0.770461,高毒,0.008375825257925972
7174,T4730,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.O.[Na+].[Na+],0.0259161759188625,低,0.6781121991000001,0.6775155,高毒,0.008342100874260185
7175,T18916,CCN(CCCS(=O)(=O)[O-])c1ccccc1.[Na+],0.054882792698759994,中,0.848030965,0.8330679,高毒,0.008340485044535604
7176,T5788,OC1OC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.028773659461073804,低,0.7101786849999999,0.7047876,高毒,0.008339219822370604
7177,T60438L,Cl.NC/C=C(\F)C(F)(F)S(=O)(=O)c1ccccc1,0.04514589931524,低,0.8153078800000001,0.78630096,高毒,0.00833809185383822
7178,T203845,CCCCCCCCC(=O)CCCCCCC(=O)O,0.042087529931219204,低,0.802000333,0.79480016,高毒,0.008333316911233938
7179,T16536,Cl.O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1,0.045271763421376204,低,0.8159325500000001,0.79239506,高毒,0.00833305804997599
7180,T5S0833,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(O)C5C(C)(C)C(OC6OCC(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23C)O1,0.0288044208284235,低,0.710728325,0.6737663,高毒,0.008332303060442952
7181,T5171,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O.[Na+],0.039815745935896,低,0.7907603904,0.7871912,高毒,0.008331031135559665
7182,TN9434,Cc1cccnc1C#N,0.065614881499268,中,0.87310221,0.7870935,高毒,0.008326383453368997
7183,T66672,N[C@@H](CCSSCC[C@H](N)C(=O)O)C(=O)O,0.0423316366643313,低,0.8033519535,0.7933291,高毒,0.008324433655188526
7184,T19466,CC(=O)NCCCCNCCCN.Cl.Cl,0.04927943856111199,低,0.8312660310000001,0.82025504,高毒,0.008315115258508072
7185,T84310,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O,0.04406103238952464,低,0.811676359,0.7871735,高毒,0.00829773404581421
7186,T19263,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.0300242593767285,低,0.7240065067,0.72133565,高毒,0.00828650022912858
7187,T2760,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O.O.O,0.03800245856694048,低,0.7820265865,0.77343935,高毒,0.008283525615228333
7188,T14057,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccc(C(=O)O)cc21,0.032168729245172,低,0.742569575,0.73294204,高毒,0.008281209641294559
7189,T4566,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0.0506165212929495,中,0.8365786529999999,0.82638127,高毒,0.008271820090147994
7190,T9436,N#CC(C#N)N=Nc1ccccc1,0.0882763309071864,中,0.90630739,0.8007085,高毒,0.008270839843917957
7191,T13808,CCOC(=O)/C=C/c1ccc(O)cc1,0.0319422145298595,低,0.741097433,0.7297537,高毒,0.008269921337445323
7192,T8367,C=C(C)C1CCC(C)(O)CC1.C=C1CCC(C(C)(C)O)CC1.CC(C)=C1CCC(C)(O)CC1.CC1=CC[C@@H](C(C)(C)O)CC1,0.0371457479585365,低,0.7773969660000001,0.72967875,高毒,0.008268756195769528
7193,TN9737,CC(C)Oc1cccnc1,0.0411487959072136,低,0.79911529,0.766475,高毒,0.008266163932669789
7194,T16554,O=[N+]([O-])c1ccc(OP(=O)([O][Na])[O][Na])cc1,0.039134817471355506,低,0.788782159,0.77378744,高毒,0.008265971654228788
7195,T40769,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,0.035670309616396,低,0.768360307,0.76026034,高毒,0.008262659568756917
7196,TF0110,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC.[Na+],0.0364898108068012,低,0.77400989,0.77282,高毒,0.008246336358108192
7197,T3667,C=C1CC[C@@H]2[C@](C)(COC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O.[K+],0.038069635817238004,低,0.783563263,0.7766174,高毒,0.008239667755061322
7198,TNU0040,COC(=O)Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,0.02831989898640075,低,0.709282494,0.69889325,高毒,0.008233090403498355
7199,T8164,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1OC[C@@H](O[C@@H]2OC[C@@H](O[C@@H]3OC[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,0.0336579612992,低,0.756013441,0.74793166,高毒,0.008212090160346977
7200,T3573,N#CSCSc1nc2ccccc2s1,0.088061012237674,中,0.90678686,0.8307614,高毒,0.008208443462252022
7201,TN9674,CCc1ccccc1C#N,0.054860429489328,中,0.850543575,0.81027955,高毒,0.008199243665439539
7202,T10002,C/C=C/CC1(CC)C(=O)NC(=O)NC1=O,0.041698472805339,低,0.803511335,0.74678314,高毒,0.008193277254059862
7203,T11865,CCCCCCCCCCCCCCCCCC(O)c1ccc(C(=O)O)c(Cl)c1,0.046105255227917995,低,0.8223728539999999,0.8082727,高毒,0.008189544901736656
7204,TN9829,COc1cc(C=CC(=O)OC2C(COC(C)=O)OC(OC3(COC(=O)C=Cc4ccc(O)cc4)OC(CO)C(O)C3OC(=O)c3ccccc3)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(COC(C)=O)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O,0.0309686117113765,低,0.735900055,0.7241221,高毒,0.00817880864970089
7205,T7460,N#C/C(=C\c1ccc(O)cc1)C(=O)O,0.039916647526455996,低,0.7952167920000001,0.7838971,高毒,0.008174259133072922
7206,T7012,O.O.O.O.O=C([O][V+]1(=[O])[O]C(=O)c2ncccc2[O]1)c1ncccc1O.[H-],0.042061862771063996,低,0.805767164,0.784508,高毒,0.008169794893466578
7207,TN6431,CC1NC(=O)C2CCCN2C1=O,0.0367782135999749,低,0.77801657,0.7345368,高毒,0.008164154004195076
7208,T40388,COC(=O)c1ccc(O)cn1,0.0359212462850752,低,0.773051232,0.7571695,高毒,0.008152282589422393
7209,T19320,Nc1ncnc(N)c1NC=O,0.07037889801888879,中,0.884303357,0.82253563,高毒,0.008142602238824787
7210,T41321,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,0.034371631839333595,低,0.763116884,0.7527486,高毒,0.008142059252106154
7211,TN3340,CC(=O)OC/C=C/C#CC#C/C=C/c1ccco1,0.0325770809838187,低,0.750482287,0.74852765,高毒,0.008128558743298233
7212,T68083L,CC(C)C(=O)Oc1cc(OC(=O)C(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,0.059441171037361205,中,0.863299963,0.85182714,高毒,0.008125610280130605
7213,T31976,COCCOc1cnc([N-]S(=O)(=O)c2ccccc2)nc1.[Na+],0.041639691274615004,低,0.805310355,0.7918722,高毒,0.008106816712164391
7214,T9591,Cl.Cl.N=C(N)NN=Cc1cccc(/C=N/NC(=N)N)c1,0.0942089361230514,中,0.914071344,0.8982074,高毒,0.008095247264243656
7215,T21287,Cc1cccc(O)c1[N+](=O)[O-],0.06806322564555699,中,0.881219744,0.85695577,高毒,0.008084567366365022
7216,T39359,N[C@@H](CCC(=O)NCC(=O)O)C(=O)O,0.04095321227029316,低,0.802740037,0.7978814,高毒,0.008078429137169177
7217,T3525,O=C(O)/C(S)=C/c1ccc(I)cc1,0.042555717836451,低,0.8101936679999999,0.7998987,高毒,0.008077344708163743
7218,T16302,[N-]=[N+]=NCCOCCOCCOCCNCCOCCOCCOCCN=[N+]=[N-],0.052600124058234894,中,0.8464876920000001,0.8246868,高毒,0.008074766445265962
7219,TN2390,CC(C)=O.CC(C)=O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,0.03149153955812,低,0.743886841,0.7263484,高毒,0.008065397678003577
7220,T0004,NC(=O)c1ccccc1O,0.053406027088523995,中,0.8495692539999999,0.8246574,高毒,0.008033908495822875
7221,T125245,CCOC(=O)CCc1ccc(O)cc1,0.028111380614893898,低,0.714445352,0.7064216,高毒,0.00802733539628005
7222,T78557,COc1ccccc1C(=O)C=Cc1ccccc1C(=O)[O-].[Na+],0.046960248640870006,低,0.829410853,0.8203769,高毒,0.008010908758553927
7223,T8582,Cc1cc(CN2CCNCC2)no1,0.02902048319537968,低,0.72415021,0.69445646,高毒,0.008005294195144013
7224,T207057,Cc1ccc(C)c([N+](=O)[O-])c1O,0.05374140364978824,中,0.851213775,0.82848525,高毒,0.007995980575253216
7225,T3269,Cc1ncc(CO)c(CO)c1O.O=C1CC[C@@H](C(=O)O)N1,0.026244277813413798,低,0.6953302219999999,0.68423384,高毒,0.007995838295183109
7226,T12451,C=C(OP(=O)(O)O)C(=O)O.NC1CCCCC1.NC1CCCCC1.NC1CCCCC1,0.03092320187586515,低,0.7418106934,0.73577285,高毒,0.00798404005018144
7227,T3507,N#Cc1cnc(Cl)cn1,0.064743735779454,中,0.8767095,0.7833272,高毒,0.007982287556116772
7228,TN9266,CCc1cc(O)ccc1O,0.04545984735394816,低,0.824805827,0.79490864,高毒,0.007964300361881184
7229,T19344,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.029026990473564,低,0.725629571,0.7213467,高毒,0.007964147828810667
7230,T7651,O=C1OC2(c3cc(I)c([O-])c(I)c3Oc3c2cc(I)c([O-])c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21.[Na+].[Na+],0.037458047270759,低,0.7879339970000001,0.77166224,高毒,0.007943578364894916
7231,T4S0536,C=C1C2CCC3(C([C@H]2O)[C@@]24CCC[C@@]5(C)CN(CC)C2[C@@H]3C[C@H]54)[C@@H]1O,0.038985823747317294,低,0.796336504,0.7245992,高毒,0.007939989158818462
7232,T23801,N#C[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],0.0311658542825982,低,0.7453688965999999,0.73983324,高毒,0.007935795864381597
7233,TN9427,CCC1=C(C)CNC1=O,0.040350548352245996,低,0.803455946,0.75973696,高毒,0.007930660354273446
7234,T205868,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,0.031376070398976164,低,0.747603384,0.73714703,高毒,0.007919213992079352
7235,TN1624,CCOC(=O)C=Cc1ccccc1,0.03443090738625099,低,0.770303251,0.76110923,高毒,0.007908667491741942
7236,T131722,CCOC(=O)/C=C/c1ccccc1,0.03443090738625099,低,0.770303322,0.7611093,高毒,0.007908665047147517
7237,T73733,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCCCCCC.[Na+],0.03864797587427724,低,0.7955183370000001,0.7939867,高毒,0.007902802378356086
7238,TD0075,Cc1c(CC(=O)O)c(=O)oc2cc(O)ccc12,0.0463050130395048,低,0.8293819579999999,0.8201742,高毒,0.007900470659584782
7239,TMA0537,O=C(O)CCCCCCCC(=O)CCC(=O)O,0.041522582421135,低,0.810113007,0.80317754,高毒,0.007884598317543984
7240,T8796,Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,0.094163299281979,中,0.91644545,0.87449396,高毒,0.00786777209802108
7241,T16560,CC1=CC(=O)C(C(C)C)=C/C1=N/OC(=O)c1ccccc1C,0.07465970802654899,中,0.894768031,0.86453915,高毒,0.007856588080598853
7242,T207096,c1cnc2ccncc2c1,0.08691283111041001,中,0.9097239069999999,0.85570145,高毒,0.007846150824216672
7243,T19725,Cl.N[C@H](Cc1ccc(F)cc1)C(=O)O,0.037896785610861995,低,0.793618032,0.78743964,高毒,0.00782121319524378
7244,T40311,ClCC1CO1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.03452766656349,低,0.7739045840000001,0.75913686,高毒,0.007806547135181561
7245,T60125,C[C@H](C(=O)O)[C@H](O)c1ccccc1,0.0309739391137182,低,0.748628071,0.7435314,高毒,0.007785978823743896
7246,T66330,O=C(O)c1cc(Cl)c2c(c1Cl)C1(OC2=O)c2cc(Cl)c(O)c(Cl)c2Oc2c1cc(Cl)c(O)c2Cl,0.045316362892933,低,0.828452789,0.8143956,高毒,0.007773895666946549
7247,T72282,CC1(C)SC(Nc2ccccc2O)=N[C@@H]1C(=O)O.Cl,0.05412873209952599,中,0.856436113,0.8435284,高毒,0.007770931178589622
7248,T9012,Cl.Cl.NCc1c[nH]c2nc(N)[nH]c(=O)c12,0.0490553399524202,低,0.841649228,0.82837456,高毒,0.007767950952188183
7249,T3505,CC(C)(C)OC(=O)NCC1(O)CNC1,0.051849282603326406,中,0.850200937,0.8142633,高毒,0.007766973951200497
7250,T7546,O=S1CCON=C1c1cc2ccccc2s1,0.09280122018522718,中,0.916322703,0.8853055,高毒,0.007765355263401654
7251,T64334,C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.[Na+],0.0369164310054982,低,0.7896642896,0.785512,高毒,0.007764843740974049
7252,T11938,Cl.Nc1cc(CN2CCOCCOCCN(Cc3cccc(C(=O)O)n3)CCOCCOCC2)nc(C(=O)O)c1,0.043828146763999994,低,0.8228623935,0.8109682,高毒,0.007763613015105679
7253,T203896,O=C1OCc2cc(O)c(O)cc21,0.037843875963570604,低,0.795089659,0.7780765,高毒,0.007754601528456958
7254,T19023,C[n+]1c2ccccc2c(-c2c3ccccc3[n+](C)c3ccccc23)c2ccccc21.O=[N+]([O-])[O-].O=[N+]([O-])[O-],0.08663167669195,中,0.910613199,0.90087485,高毒,0.007743728444759669
7255,TN2424,COc1cc(C=CC(=O)OC2C(COC(C)=O)OC(OC3OC(CO)C(O)C(O)C3O)C(OC3(COC(=O)C=Cc4ccc(O)cc4)OC(CO)C(O)C3OC(=O)c3ccccc3)C2OC2OC(COC(C)=O)C(OC(C)=O)C(OC3OC(CO)C(O)C(O)C3O)C2O)ccc1O,0.029579549471903197,低,0.7383785835000001,0.72760206,高毒,0.007738643632271139
7256,T8274,Cn1cncc1C[C@H](N)C(=O)O,0.02760380953219702,低,0.720030454,0.7140224,高毒,0.0077282260225996725
7257,TCL-01046,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCCCCC.[Na+],0.038163551354803996,低,0.7975955981,0.7960043,高毒,0.007724470786349037
7258,T18788,CC(C)(C)OC(=O)CCCCCCCCCCN,0.043804901506881,低,0.823847613,0.8063908,高毒,0.007716337962736987
7259,T19734,CCOC(CCCCCCC[SiH3])(OCC)OCC,0.0486415624828976,低,0.8414316230000001,0.8236982,高毒,0.007713013617657159
7260,T5S0691,CC(C)=CCCC1(C)CCC2(C)C3CCC4(C)C(C)C(=O)CCC4C3(C)CCC2(C)C1,0.0312724641401004,低,0.7536135,0.6887065,高毒,0.007705112985854847
7261,T7206L,Br.N=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)O)N1,0.0398128176530952,低,0.8066573186,0.8007547,高毒,0.0076975169191386816
7262,T67145,C=CC(CCCCC)OC(C)=O,0.037159778651005004,低,0.7933730955,0.78122324,高毒,0.007678210034562349
7263,T8753,CN(C)CCNC(=O)C(C)(C)N.Cl.Cl,0.0584020041835167,中,0.8688927609999999,0.8500572,高毒,0.00765692552056733
7264,T3360,Cl.Cl.OCCOCCN1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,0.052445709346632,中,0.8544173350000001,0.84238625,高毒,0.007635186134498093
7265,T84043,CC/C=C\CCOC(=O)CCC,0.038955646034249995,低,0.804430178,0.793421,高毒,0.007618548760813275
7266,T12261,C/C(NO)=C1\C=NC(=O)NC1=O,0.09020292658870999,中,0.915544404,0.8423888,高毒,0.007618141925993745
7267,T0555,CCN(CC)CC#CCO,0.043706921627025004,低,0.8257293,0.8017993,高毒,0.007616835826786786
7268,T13692,Cc1occc2=[O]->[Fe+3]34(<-[O]=c5ccoc(C)c5[O-]->3)(<-[O]=c3ccoc(C)c3[O-]->4)<-[O-]c12,0.03648421195584,低,0.791359236,0.7834443,高毒,0.007612093856404391
7269,T7523,N=C(N)N[C@@H](CC(=O)O)C(=O)O,0.0394532182496615,低,0.807143772,0.8021193,高毒,0.00760879885409048
7270,T3S2381,CC(C)=CCCc1ccoc1,0.02578917029325312,低,0.705165223,0.68459344,高毒,0.007603544272426309
7271,T0751,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0.07522376139579841,中,0.89911717,0.86197007,高毒,0.007588785932852892
7272,T37924,CCCCCC/C=C\CCCCCCCCCCCCCCC,0.03985725831425,低,0.80969587,0.77325183,高毒,0.007585000867678614
7273,TNU0046,O=C(O)Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,0.027483012364002,低,0.7240314937,0.7168956,高毒,0.007584445870718065
7274,T21653,O=C(O)C1=CN=C2c3ncccc3C=CC2C1=O,0.0807350914118185,中,0.90606112,0.87904495,高毒,0.0075841640639238445
7275,TD0097,O=C([O-])CN(CC(=O)[O-])c1ccccc1OCCOc1ccccc1N(CC(=O)[O-])CC(=O)[O-].[K+].[K+].[K+].[K+],0.030605126309488802,低,0.7522206069999999,0.74564296,高毒,0.007583319619653468
7276,T68037L,Cl.N=C(NNc1ccccc1)c1ccccc1,0.08585057905268097,中,0.911679637,0.8873383,高毒,0.00758235430569298
7277,T12223,CCN(N=Cc1ccc([N+](=O)[O-])o1)C(N)=O,0.0973386825179772,中,0.92210877,0.8697758,高毒,0.007581829707904739
7278,T38453,[N-]=[N+]=NCCOCCOCCOCCOCCOCCOCCOCCBr,0.044961203224336006,低,0.832086213,0.8133511,高毒,0.007549605901474871
7279,T40460,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.034129677117690695,低,0.7788262625000001,0.77207327,高毒,0.0075485882477878755
7280,T5730,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)C(O)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.02841895710743738,低,0.7345773596,0.7298188,高毒,0.007543034632870375
7281,T36850,CCOC(=O)Cc1cc(O)cc(O)c1C(C)=O,0.02638273028776508,低,0.714191361,0.7037411,高毒,0.007540412236650215
7282,TJP2891,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)C(O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.0282722419199583,低,0.7335465409999999,0.7287663,高毒,0.007533236653257692
7283,T15052,CS(=O)(=O)CCC#N,0.041915280628417,低,0.820405272,0.76238585,高毒,0.007527763423504219
7284,T3485,CC(CN1CC(=O)N(CN2CCOCC2)C(=O)C1)N1CC(=O)N(CN2CCOCC2)C(=O)C1,0.044121115097429005,低,0.8294991549999999,0.79402316,高毒,0.007522687406453905
7285,TN9306,N#Cc1cc[nH]c1,0.058755728613517605,中,0.87197268,0.82507026,高毒,0.0075223384690359715
7286,T67047,CCc1nccnc1C(C)=O,0.02637140533057632,低,0.714772268,0.6873766,高毒,0.007521856132092993
7287,T5785,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,0.02805418083397138,低,0.732007204,0.72719455,高毒,0.007518318361185603
7288,T207106,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0352658472015292,低,0.78692251,0.77706313,高毒,0.007514358204425365
7289,TN7050,O=S(=O)([O-])c1cccc2ccc(O)cc12.[K+],0.065742157662644,中,0.885747761,0.86991847,高毒,0.007511188709648086
7290,TN6664,C=COC(=O)C=Cc1ccccc1,0.032811723142611,低,0.7718861113,0.7643489,高毒,0.007484809761008781
7291,T4271,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,0.0377601467372196,低,0.802096906,0.79316324,高毒,0.007472849869189762
7292,TN4527,COC(=O)CCc1ccc(O)cc1O,0.028230668446831503,低,0.7353972236999999,0.7287956,高毒,0.007469913247836427
7293,T5039,Nc1ccc(C(=O)NCC(=O)[O-])cc1.[Na+],0.037042747346176,低,0.7987142936,0.7937022,高毒,0.007456175566571761
7294,T65815,CC(C)(C)OC(=O)C[C@H](N)C(=O)OC(C)(C)C.Cl,0.047125881038085,低,0.8418840096,0.83529764,高毒,0.007451355353809391
7295,T14833L,O=C(CCCCCCC(=O)ON1C(=O)CC(S(=O)(=O)[O-])C1=O)ON1C(=O)CC(S(=O)(=O)[O-])C1=O.[Na+].[Na+],0.042070813352200004,低,0.823198454,0.8120694,高毒,0.0074381848421464026
7296,T2914,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,0.0272290847852904,低,0.7272497304,0.7232362,高毒,0.007426740216149216
7297,T17303,OC[C@H]1O[C@@H]2O[C@H]3C(O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]3C(O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]3C(O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,0.029604621239053202,低,0.7492289043,0.7418455,高毒,0.007423983305900863
7298,TN1429,COc1cc(O)c(C(C)=O)c(OC)c1C,0.02574092074997815,低,0.71212769,0.690774,高毒,0.007410098317823143
7299,T0544,ClC(Cl)(c1ccccc1)c1ccccc1,0.04793040981399999,低,0.8454069529999999,0.8238279,高毒,0.0074097080971049665
7300,TN9781,Cc1cccnc1[N+](=O)[O-],0.07129950585197001,中,0.896400448,0.85184646,高毒,0.007386596864085474
7301,T84066,CC/C=C\CCOC(C)OCC,0.0328256343745504,低,0.775059798,0.7643853,高毒,0.007383804826989509
7302,T22974,COC(=O)C=Cc1cc(O)ccc1O,0.029179692265983197,低,0.747011464,0.73897105,高毒,0.007382127627301613
7303,T18913,CCN(CC(O)CS(=O)(=O)[O-])c1cccc(OC)c1.[Na+],0.0513165192556614,中,0.8562761619999999,0.84190017,高毒,0.007375407100224565
7304,T9438,O=C(O)c1cc([N+](=O)[O-])c(F)c(F)c1F,0.042543597329948,低,0.82694288,0.8141614,高毒,0.007362472428360489
7305,T17842,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)ON2C(=O)CCC2=O)CCN(CC(=O)O)CC1,0.032561017029155995,低,0.7739912645,0.7658447,高毒,0.007359074285353513
7306,T2S0007,COc1cc(C=CC(=O)[O-])ccc1O.[Na+],0.03234070630126801,低,0.772798234,0.7652135,高毒,0.0073478655853354185
7307,T5754,COC1=CC(=O)OC(/C=C/c2ccccc2)C1,0.0377917901495045,低,0.805867385,0.79208136,高毒,0.007336619047254549
7308,T22269,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],0.064787477065225,中,0.8868090399999999,0.865485,高毒,0.0073333567249908044
7309,T11301L,CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3CCO)CO[C@@H]21.[Na+],0.0597195893546714,中,0.877357317,0.8562367,高毒,0.007324170666115141
7310,T15960,O=C(O)CCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O,0.033921061499612,低,0.7844419305,0.7789985,高毒,0.007311958532247138
7311,T1666L,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@]12F,0.08034734912850422,中,0.90916538,0.8214266,高毒,0.00729832092609501
7312,TN7204,Oc1cc(O)c(Cl)c(O)c1,0.0561462562071229,中,0.870133613,0.8394464,高毒,0.007291511437195373
7313,T2819,COC(=O)/C=C/c1ccc(O)cc1,0.029615475587200003,低,0.75405915,0.74674785,高毒,0.007283655239070218
7314,TN7193,Nc1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,0.08841939316644917,中,0.917772628,0.89832383,高毒,0.007270494333911871
7315,T4930,CC(C)C=NO,0.0547618525083869,中,0.867901561,0.8560389,高毒,0.007233955233106141
7316,T20421,O=C1OC2(c3ccc(OP(=O)([O-])[O-])cc3Oc3cc(OP(=O)([O-])[O-])ccc32)c2ccccc21.[NH4+].[NH4+].[NH4+].[NH4+],0.02248542924594025,低,0.6784053713,0.677082,高毒,0.007231193269508275
