ID,SMILES,Best_Gene,DrugCLIP_Score,Activity_Level,Toxicity_Level,Active_Targets,Active_Accessions
T65309,CSS(C)(=O)=O,AOC3,0.6855,活性,低毒性,,
T6896,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,PPARG,0.6855,活性,低毒性,4067,P07948
T2169,O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,SCD,0.6851,活性,毒性,6850;72269;978;11486,P03958;P32320;P43405;P56389
T4086,CC(C)C[C@H](NC(=O)CN)C(=O)O,AOC3,0.6846,活性,低毒性,60577,Q63424
T3742,Cc1cccc(O)c1O,PPARG,0.6846,活性,低毒性,8989,O75762;P9WFX0
T2833,C=C1CC[C@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12,SCD,0.6846,活性,毒性,9970;6850;7468;396244,O96028;P01103;ADZ17385;P43405
T14065,CCn1cnc2c(N)ncnc21,SCD,0.6841,活性,低毒性,25369;29316,P29274;P30543;P29276;P30542
T21474,[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,THRSP,0.6841,活性,低毒性,,
T203986,CC1=CC(=O)NS(=O)(=O)O1,THRSP,0.6836,活性,低毒性,768,Q16790
T7823,CC1Nc2ccc(Cl)cc2S(=O)(=O)N1,AOC3,0.6831,活性,低毒性,2890;2891;2892;2893,NP_001244952;NP_001243672;NP_001106283;NP_001077089
T16068,Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,PPARG,0.6826,活性,低毒性,246074,O00767;P07308
T7970,CCOc1ccc2ccc(=O)oc2c1,GPAM,0.6812,活性,低毒性,771;80733;768;71934;766;23632;11238,P43166;Q9ULX7;Q99N23;Q9D6N1;Q9Y2D0;P05177;Q16790;O43570
T18934,Cc1ccc(O)c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1,PPARG,0.6807,活性,低毒性,4352,P40238
T39664,O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O,PPARG,0.6802,活性,低毒性,58819;75206171;114112;10587;7296;949054,Q9NNW7;Q86VQ6;O89049;P0A9P4;Q16881
T60240,Cc1cc(C=O)ccc1N1CCCCC1,PPARG,0.6792,活性,低毒性,220,P47895
T5429,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,PPARG,0.6792,活性,低毒性,4286,NP_001341533
T60442,O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,PPARG,0.6792,活性,低毒性,,Q96P20
T38398,O=[N+]([O-])OCCCO,ACACA,0.6787,活性,低毒性,,
T30355,OB(O)c1ccccc1,XPR1,0.6787,活性,低毒性,100911581;5168;765;759;760;763;766;762;11238,P43166;P00915;P23280;P00918;B5SU02;P97612;A6YCJ1;P00766;Q9HVB9;Q13822;Q9Y2D0;P35218;P22748;C0IX24
TN4236,COc1c(O)ccc2ccc(=O)oc12,ACACA,0.6782,高活性,低毒性,766;771;377677;768,O43570;P43166;Q16790;Q8N1Q1
T21890,COc1oc(=O)c2cc(N)ccc2c1Cl,NR1H3,0.6777,活性,毒性,19885;1991,BAC78637;NP_035411;BAC78638;P08246
T0359,CCCCCC(C)N,THRSP,0.6777,活性,低毒性,4988,P35372
T7075,O=C1C=C(Cl)C(=O)c2ccccc21,PPARD,0.6772,活性,毒性,,
T50014,CC1CC(=O)Nc2ccccc2S1,THRSP,0.6772,活性,低毒性,1387,Q92793
T5105,c1ccc(N2CCNCC2)nc1,SCD,0.6768,高活性,低毒性,29412;5337;24173;25083;24174;24175;29413;282135;282134,P43140;P15823;Q28838;P22909;P22086;P19328;P23944;P18130;Q13393
T11001,CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,AOC3,0.6763,活性,低毒性,,
T21826,O=C(CCl)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCl)cc2)cc1,PPARG,0.6763,活性,低毒性,3276,Q99873
T60237,N[C@@H](CSS(=O)(=O)O)C(=O)O,RXRG,0.6763,活性,低毒性,2648,O25801;1JY1_A;NP_066564;AAG24257
T4962,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,AOC3,0.6758,活性,低毒性,,
T39913,O=C1CCC(n2cc(-c3ccsc3)nn2)C(=O)N1,PPARG,0.6758,活性,低毒性,,Q96SW2;O43924
T0591L,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,PPARG,0.6748,活性,低毒性,,5ABP_A;8ABP_A
T4S0998,OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O,PPARG,0.6748,活性,低毒性,7468,O96028;NP_001035889
T6S1684,CCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,PPARG,0.6743,活性,低毒性,1558;1559;1576;1555;1557,P10632;P08684;P11712;P33261;P20813
T1368,COC(=O)c1ccc(O)c(O)c1,PPARG,0.6743,活性,低毒性,771;768;759;760;766;23632,P0DTD1;P43166;P00915;Q9ULX7;P00918;Q16790;O43570
T38237,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,THRSP,0.6743,活性,低毒性,,
T15621,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,PPARG,0.6738,活性,低毒性,,Q89535
TN1626,COc1cc(O)c2c(=O)cc(C)oc2c1,ACACA,0.6733,活性,毒性,,
TN9627,CC(C)(C)CN,NR1H3,0.6729,活性,毒性,,
T6728,CN1CCN(c2nc3ccccc3nc2Cl)CC1,NR1H4,0.6729,活性,低毒性,9177;59340;3359,O95264;P46098;Q9H3N8
T19698,O=C1c2cc3c(cc2OC2CCCN12)OCCO3,FASN,0.6724,活性,毒性,,
T11558,CCCCCCOC(=O)c1cc(O)c(O)c(O)c1,PPARG,0.6724,活性,低毒性,,
T12514,C[C@]1(C(=O)O)CCC[C@]2(C)c3cc(O)ccc3CC[C@@H]12,NR1H3,0.6719,活性,低毒性,5999,ABC94591
TNU1149,Cc1cn([C@H]2C[C@H](O)[C@@H](CN=[N+]=[N-])O2)c(=O)[nH]c1=O,PPARA,0.6714,活性,低毒性,888740,P9WKE1
T22029,C[C@H](N)Cn1ncc2ccc(O)cc21,AOC3,0.6709,活性,低毒性,3358;150;3360;29581;3352;152;151;3363;3357;29595;25187,P28221;Q13639;P08908;P18825;P30994;P18089;P08909;P08913;P41595;P28223;P28335;P34969;P14842
T7564,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,PPARA,0.6709,活性,毒性,4837;2593;27232;6850;5409;7468;3176,P43405;O96028;Q14749;P40261;P21964;P11086;Q14353;P50135
T14666,c1ccc(-c2nnn[nH]2)c(Nc2cccc3c2CCCC3)c1,PPARG,0.6709,活性,低毒性,2648;54207;3776;338567;7421,Q7Z418;NP_001017535;O95069;P57789;NP_066564
T23974,Nc1cccc(-c2nc3ccc(-c4ccc5nc(-c6cccc(N)c6)[nH]c5c4)cc3[nH]2)c1,NR1H4,0.6699,活性,低毒性,3064,P42858
T28182,O=C(CSc1nc2ccccc2[nH]1)c1ccc(O)c(O)c1,PPARG,0.6694,高活性,低毒性,2642;251;249,NP_000469;NP_000151;NP_112603
T4845,C[C@H](O)C(=O)O,THRSP,0.6694,高活性,低毒性,27198;25027,P53987;NP_115943
T7783,NCCc1ccc(C(F)(F)F)cc1,ACACA,0.6689,活性,低毒性,,P0DTD1
T2232,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,PPARG,0.6685,高活性,毒性,85268;3274;225192;6850;59340;11255;170704;3269;100730517,P31389;Q91ZY1;NP_001153638;Q91ZY2;Q91ZY3;P25021;Q9H3N8;P35367;Q9Y5N1;P43405;Q9QYN8
TJS0312,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12,THRSP,0.6675,活性,低毒性,,
T2883,COc1cc(C(=O)O)cc(OC)c1O,THRSP,0.667,活性,低毒性,771;765;768;759;760;763;766;23632;761,P00915;P43166;Q9ULX7;P23280;P00918;P35218;Q16790;P07451;O43570
T26972,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,SCD,0.6655,活性,低毒性,978,P32320
T5939,O=S(=O)([O-])c1cc(O)ccc1O.O=S(=O)([O-])c1cc(O)ccc1O.[Ca+2],THRSP,0.6655,活性,低毒性,5742,P23219
T73061,Brc1c2c(c(Br)c3[nH]ccc13)OCO2,XPR1,0.6655,活性,低毒性,,
T10208,CC(c1ccoc1)N(O)C(N)=O,AOC3,0.6646,活性,低毒性,240,P09917
T9891,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,GPAM,0.6646,活性,低毒性,142,P09874
T60199,COc1ccc(C2N(c3ccccc3)C(=O)C2(F)F)cc1,PPARA,0.6646,活性,低毒性,124274,NP_001002911
T28764,O=C1C(P(=O)(O)O)CC(O)N1O,ACACA,0.6641,活性,低毒性,2023,P06733
T9443,O=[N+]([O-])c1ccc(O)c(Cl)c1,THRSP,0.6636,活性,低毒性,83783,P17988
T3511,COc1ccc(OC)c(-c2cc(=O)[nH]c(=S)n2CC(N)=O)c1,THRSP,0.6631,活性,低毒性,4353,P05164
TYD-00172,Nc1ccncc1I,GPAM,0.6626,活性,低毒性,,P0DTD1
TN9509,O=c1cccco1,AOC3,0.6621,活性,低毒性,759;768,P00915;Q16790
T67771,O=Cc1cc2ccccc2cc1C=O,GPAM,0.6621,活性,低毒性,,
T26726,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1N,THRSP,0.6621,活性,低毒性,,
T18889,Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,ACACA,0.6616,活性,低毒性,79068,Q9C0B1
T2552,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,THRSP,0.6606,活性,低毒性,2147;43740578,P0DTD1;EMB09144;P00734
T22775,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,PPARG,0.6602,活性,低毒性,80351;7473;8658,Q9H2K2;O95271;P56703
TN1621,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c21,PPARG,0.6597,活性,低毒性,51426,NP_057302
T68061,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,AOC3,0.6592,活性,毒性,,
T10307,Cc1cc(-c2c(Cl)cccc2OC(F)(F)F)cc2c1NC(=O)C2,NR1H3,0.6592,活性,低毒性,2890;59283;10369,Q8WXS5;P42261;Q9Y698
T68100,CC(C)NC=Nc1ccc(-c2cnc[nH]2)cc1,PPARG,0.6592,活性,低毒性,100729734,P47747
T10998,CCCC1(C2=NCCN2)Cc2cccc3c2N1CC3,PPARG,0.6592,活性,低毒性,,
T2315,Cl.Cl.c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,SCD,0.6592,活性,毒性,23028,O60341
T20094,CN1CC(O)C2=CC(=O)C(=O)C=C21,AOC3,0.6577,活性,低毒性,2648;6002;246243;51426;10411;11069;2770;7421;4137,O95398;AAC39835;NP_057302;B45705;1DE9_A;NP_001017535;AAG24257;AAI14949;NP_002927;NP_002060;Q8WZA2;NP_066564;2WWY_A;1MU2_A
T3228,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,NR1H4,0.6577,活性,低毒性,5315,P14618
T18924,O=C(O)c1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,THRSP,0.6577,活性,低毒性,,
T2651,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)cc1,PPARG,0.6572,活性,毒性,80351;8658;21951;74493,Q9H2K2;O95271;Q3UES3;Q6PFX9
T77352,Cc1ccc2c(c1)C(=O)C(C)C2,THRB,0.6572,活性,低毒性,43,P22303
T26389,NNC(=O)c1ccc(N)cc1,FASN,0.6567,活性,低毒性,4353,P05164
T4434,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],THRSP,0.6567,活性,毒性,7468,O96028
T6989,O=C(NCCCn1ccnc1)c1cc(-c2ccco2)on1,GPAM,0.6562,活性,低毒性,9970;1559;1551;1565;7468,ANW61984;ABI96208;QLI62812;O96028;NP_000756;ADZ17385
T26537,Oc1ccc(C2(c3ccccc3F)CCC(F)(F)CC2)cc1,NR1H3,0.6562,高活性,低毒性,1551;1559,NP_001116214;ABI96208;QLI62812;NP_001201832;NP_000756
T1892,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NNC(=S)Nc1ccc(F)cc1,PPARG,0.6562,活性,低毒性,,
T3504L,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,RXRG,0.6562,高活性,毒性,6850;142;138474;6347;65980;6046;3106;3456;8019;1387;6872;2033;676;7468,Q9H8M2;P01574;P25440;Q58F21;Q8IZX4;Q09472;Q15059;Q92793;P09874;P21675;O96028;P13500;O60885;P43405
T7541,COc1ccc(C(=O)CBr)cc1,SCD,0.6562,活性,低毒性,2932,G1T8E2;P49841
T8625,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,THRSP,0.6562,活性,低毒性,,3ELC_C;3ELC_A
T13355,CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1,SCD,0.6558,活性,低毒性,86859893;945870,P0AEK4
T10826,Cc1[nH]c2ccccc2c1CCNC(=O)c1ccccc1F,ACACA,0.6553,活性,低毒性,1551;1565;9970,ADZ17385;ANW61984;NP_000756;ABI96208
T34603,N[C@@H](C[Se][Se]C[C@H](N)C(=O)O)C(=O)O,THRSP,0.6553,活性,低毒性,,
TN9370,Cc1ccc(C)[nH]1,PPARG,0.6548,活性,低毒性,3145,P08397
T9398,Cc1cc(=O)[nH]c(NN=Cc2ccccc2O)n1,SCD,0.6548,活性,低毒性,23210,Q6NYC1
T60146,COc1ccc(N2CCN(C(=S)Nc3ccc([N+](=O)[O-])cc3)CC2)c(N)c1,PPARG,0.6533,活性,低毒性,9101,P40818
T67926,CC[C@@]1(c2ccccc2)NC(=O)N(Cc2ccccc2)C1=O,ACACA,0.6528,活性,低毒性,1557,P33261
T3S0057,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,PPARG,0.6528,活性,低毒性,,
T7993,CC(=O)c1c(O)ccc2ccc(=O)oc12,PPARG,0.6528,活性,低毒性,768,Q43570;Q16790
T37332,CCC1(c2ccccc2)NC(=O)N(Cc2ccccc2)C1=O,ACACA,0.6523,活性,低毒性,,P33261
T17309,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,RXRB,0.6523,活性,低毒性,3576,P25025;P10145;P25024
T19152,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1O,THRSP,0.6523,活性,低毒性,,
TYD-00264,O=C1C=CCC1,SCD,0.6514,活性,低毒性,,
T3438,COc1ccc2c(c1)CN(C)CCS2,THRSP,0.6514,活性,低毒性,6262,Q92736
T7780,CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,PPARA,0.6509,活性,低毒性,1128;1129;10280;1131;1565,P20309;ANW61984;Q99720;ABI96208;P08172;P08173;P11229
TNU0352,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,PPARA,0.6504,活性,毒性,,
T9337,CNc1ccc(C(=O)O)cc1[N+](=O)[O-],RXRG,0.6504,活性,低毒性,,P49019
T7476,Cc1cc(C(=O)O)n[nH]1,AOC3,0.6499,活性,低毒性,338442;397134,P14920;P00371;Q8TDS4
T77557,O=C(O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,AOC3,0.6499,活性,毒性,9123,O15427
T64347,CC(C)Oc1ccc(C=O)cc1,PPARD,0.6494,活性,低毒性,220,P47895
T14900,CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2F)[C@@H]1C1CCCCC1,NR1H3,0.6489,高活性,低毒性,1234;729230,P41597;P51681
T50033,O=C1NC(=S)NC(=O)C1=Cc1ccco1,PPARG,0.6489,活性,低毒性,25643;55775;55704,P08753;Q9NUW8;BAE44387
T6466,Cc1cccc([C@H](C)c2cnc[nH]2)c1C.Cl,THRSP,0.6489,活性,低毒性,150;147;148;3352;6530;152;151;3363;3357,P28221;P18825;P35368;P18089;P08913;P41595;P35348;P34969;P23975
TYD-02621,C=C(C)CCO,THRSP,0.6489,活性,低毒性,2737,AAI13617
TN9584,NNC(=O)c1ccncc1N,THRSP,0.6484,活性,低毒性,,
T1696,c1cnc(N2CCNCC2)nc1,SCD,0.6479,活性,低毒性,24473,P19327;P0DTD1
T83417,O=C(O)CC1(O)C(=O)Nc2ccccc21,GPAM,0.6475,活性,毒性,4837;2593;27232;6850;9807;5409;3176,P43405;Q92551;Q14749;P40261;P21964;P11086;Q14353;P50135
T21095,NCc1ccc(O)cc1,GPAM,0.647,活性,低毒性,542585,Q9T0N8
T16523L,CCn1c2ccccc2c2cc(CNC)ccc21,PPARA,0.647,活性,毒性,1551;1565;7468,O96028;ANW61984;NP_000756
TN1644,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2c1ccc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,PPARG,0.647,活性,低毒性,51426,NP_057302
T27020,Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O,AOC3,0.6465,活性,低毒性,29336;25601;25324;25229;79246;29581;24239;29716;682930;58963;24448;29595;25187,P33535;P30994;P35563;Q62758;P08909;P22002;P31390;Q9R0C9;Q02485;P08482;Q9JJ16;P14842;P27732
T78230,O=C(CCl)Nc1ccc(Cl)cc1,PPARG,0.6465,活性,毒性,,
T5323,Cc1cccc(N2CC(CO)OC2=O)c1,AOC3,0.645,活性,低毒性,4128;281293,P21396;P21397;P21398
T8633,OC1c2ccccc2-c2ccccc21,PPARA,0.645,活性,低毒性,24898,P23977
T61535,COc1cc2nc(N3CCN(C(=O)CC(C)O)CC3)nc(N)c2cc1OC,PPARG,0.645,活性,低毒性,,
T9605,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,PPARG,0.6445,活性,毒性,3312;132;6011,P55263;Q15835;P11142;3NYN_A
T4S2354,COc1cc2ccc(=O)oc2c(OC)c1OC,ACACA,0.644,活性,低毒性,766;759;377677;768,P43166;P00915;Q8N1Q1;2O23_A;2O23_B;Q16790
TN6560,O=c1c(O)c(-c2ccc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)oc2cc(O)cc(O)c12,PPARG,0.644,活性,低毒性,,
T27154,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,THRSP,0.644,活性,低毒性,,
T77348,CCCCB(O)O,XPR1,0.644,活性,低毒性,290,P15144
T9353,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,ACACA,0.6436,活性,毒性,,
T2896,C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12,SCD,0.6436,活性,毒性,6850;214763;7157;7151;7468,O96028;Q8C6L5;NP_001119587;P43405
T8224,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,PPARG,0.6431,高活性,低毒性,1128;25229;1133;3064;1131,P20309;P0DTD1;P08912;NP_036257;NP_000729;P42858;NP_000731;P11229;P08482
T11347,c1ccc2c(CCNCCSSCCNCCc3c[nH]c4ccccc34)c[nH]c2c1,PPARG,0.6421,活性,低毒性,2539,P11413
T2533,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,PPARG,0.6416,活性,低毒性,,
T20519,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,FASN,0.6411,活性,低毒性,2100;8856;5241;1557;1559;367,AAI32976;AAY56401;AAV31779;ABB72139;ADZ17384;AAV41877;AGS09764
T3560,Oc1ccc(-c2cc(=S)ss2)cc1,PPARG,0.6411,活性,毒性,9759;51564;10013;10014;9734;3065;8841;79885;3066;83933;55869,Q96DB2;Q8WUI4;Q9UKV0;Q9UQL6;Q9BY41;Q13547;Q9UBN7;P56524;Q969S8;Q92769;O15379
T8002,O=c1oc2ccccc2cc1O,PPARG,0.6411,活性,毒性,12972;771;768;3248;7299,P14679;P47199;NP_000851;O42713;P14920;C7FF05;C7FF04;Q00024;Q16790;O43570
TN9677,CCCC(C)(C)C(=O)O,THRSP,0.6411,活性,低毒性,,
T10853,Nc1ncnc2c1nc(NCc1ccc(-c3ccccc3)cc1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,PPARG,0.6401,活性,低毒性,9153,O43868;NP_004203
TN8697,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,PPARG,0.6396,活性,低毒性,3064,4KC3_B;P42858
T11505,CN(C)S(=O)(=O)c1cc(NC(=O)CCl)ccc1Cl,PPARG,0.6396,活性,低毒性,9446,P78417
T2S0357,O=c1ccc2cc(O)ccc2o1,THRB,0.6396,活性,毒性,771;768,Q16790;O43570
T41362,O=C1CCC(N2Cc3ccccc3C2=O)C(=O)N1,AOC3,0.6392,活性,低毒性,10320,Q96SW2;Q13422
T21492,Cc1cccc(C(C)c2cnc[nH]2)c1C,PPARD,0.6387,活性,低毒性,29412;150;24173;25083;147;148;24174;29413;24175;152;151;146,P43140;P25100;P15823;P18825;P35368;P22909;P18089;P08913;P22086;P35348;P19328;P23944
TN6910,C[C@@H]1O[C@@H](OCc2cc(O)c3c(c2)[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cccc(O)c2C3=O)[C@H](O)[C@H](O)[C@H]1O,PPARG,0.6387,活性,低毒性,2053,P34913
T4586,CC(C)=CCC(OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,THRSP,0.6382,活性,低毒性,,
T38238,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)c(=O)n1,THRSP,0.6382,活性,毒性,1633;7468,O96028;P27707
T21831,O=C(Oc1cc(OC(=O)c2cc(O)c(O)c(O)c2)c2ccccc2c1)c1cc(O)c(O)c(O)c1,PPARG,0.6377,活性,低毒性,,
T6922,Cl.Cl.NC1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,PPARA,0.6372,活性,低毒性,23028,O60341
T1933,O=C(Nc1nc2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2s1)c1ccccc1,PPARG,0.6367,活性,低毒性,64781,NP_073603
T200873,O=Cc1c2ccccc2nc2ccccc12,PPARG,0.6367,活性,低毒性,,
T40368,CCc1ccc(O)cc1O,PPARG,0.6362,活性,低毒性,,O42713
T3011,Nc1ccccc1C(=O)CC(N)C(=O)O,PPARD,0.6357,活性,低毒性,19885,NP_035411;AAG24257
T19791,CCc1ccc(C)c2ccc(C)c-2c1,PPARA,0.6353,活性,低毒性,,
T67956,c1ccc2cc(COC3CCNCC3)ccc2c1,THRSP,0.6353,高活性,低毒性,3358;3360;6530;3359;3363;3357;6531,Q13639;P46098;P31645;Q01959;P41595;P28335;P28223;P34969;P23975
T12900,CN1CCC2=C(C1)c1ccccc1Cc1ccccc12,ACACA,0.6348,活性,低毒性,150;1814;1128;3350;6532;9970;148;1129;6530;1812;1551;1565,ANW61984;P08908;P31645;P21728;P35462;P08913;P35348;P08172;NP_000756;P11229;P23975;ADZ17385
TN1451,O=C1CC(C(=O)O)c2c1oc(=O)c1cc(O)c(O)c(O)c21,PPARA,0.6348,活性,低毒性,196,P35869
T206030,Cl.Cl.Nc1ccc(O)c2ncccc12,PPARD,0.6348,活性,毒性,,P0DTD1
T26378,OCc1cn(Cc2ccccc2)c2ccccc12,PPARG,0.6348,活性,毒性,,
T3051,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2c1)c1cc(O)c(O)c(O)c1,PPARG,0.6348,活性,低毒性,,
T4842,c1cn[nH]c1,GPAM,0.6343,活性,低毒性,100034242;100034175,P00328;P00327
TN5888,COc1cc2oc(=O)ccc2c(OC)c1CC=C(C)C,PPARG,0.6343,活性,低毒性,,Q08499
T7855,COc1cccc(CCN)c1,SCD,0.6343,活性,低毒性,25324;79246;29581;24473;25323;64354;25075;65032;60448;25689;58963;79247;29595;25187,P19327;P0DTD1;P32305;P30994;P35365;P35563;Q96RJ0;P28565;P28564;P08909;Q62758;P30940;P31388;P35364;Q9JJ16;P14842
T21634,O=C(O)CNC(=O)C(=O)O,THRSP,0.6338,高活性,低毒性,23081;9682;23135;200424;55818;8242;8284;55693;54790;64475,Q9Y4C1;P54001;P41229;O15054;Q9H3R0;Q6B0I6;Q96KS0;Q9BY66;O43151;O75164;Q9GZT9;Q6N021;P29375
T5703,CC(C)=CC[C@H](OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,THRSP,0.6338,活性,毒性,,
T19373,NCc1c[nH]c2ccccc12,AOC3,0.6328,活性,低毒性,,
TN9707,O=C1C=CCCO1,AOC3,0.6328,高活性,低毒性,759;768,P00915;Q16790
T3495,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,AOC3,0.6318,活性,低毒性,4544,P49286;NP_005950;NP_005949
TMS2262,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,FASN,0.6318,活性,毒性,4780;3725,EAX06628;AAH11558
T36816,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,GPAM,0.6318,活性,毒性,,P52732
T10108,O=c1c(Br)ccc2n1C[C@@H]1CNC[C@H]2C1,THRSP,0.6313,高活性,毒性,25590;1143;54239;1136;25302,P32297;P30926;P12390;Q05941;P09483
T4986,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,PPARA,0.6309,活性,低毒性,1128;1129,P11229;P08172;Q8VH26
TN4094,O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,PPARG,0.6304,活性,低毒性,23621,Q13627;P56817
TN1733,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,PPARG,0.6299,活性,低毒性,23028,O60341
T3233,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,PPARG,0.6299,活性,低毒性,16191,P04401
T6753,FC(F)(F)Oc1ccc2[nH]c(-c3ccc(OCCOCCOc4ccc(-c5nc6cc(OC(F)(F)F)ccc6[nH]5)nc4)cn3)nc2c1,PPARG,0.6294,活性,毒性,,
