name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T2027,O=C(COc1ccc(Cl)cc1)NC1CCC(NC(=O)COc2ccc(Cl)cc2)CC1,451.35,3.99,76.7,2,4,8,0,0.2727,BI-1467335,AOC3/VAP-1
T6183,O=C(COc1ccc(Cl)cc1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)cc2)CC1,451.35,3.99,76.7,2,4,8,0,0.2727,BI-1467335,AOC3/VAP-1
T4662,CCc1ccc(OCC(=O)Nc2ccc(F)c([N+](=O)[O-])c2)cc1,318.3,3.31,81.5,1,4,6,0,0.2727,BI-1467335,AOC3/VAP-1
T13911,[H][C@@]12CC[C@]([H])([C@H](C)CC[C@@H](O)C(C)C)[C@@]1(C)CCC/C2=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,416.65,5.56,60.7,3,3,6,1,0.2716,Obeticholic acid (OCA),FXR
T9061,C=CC(=O)NCc1ccc(C(=O)Nc2ccccc2Oc2ccc(OCC)cc2)cc1,416.48,4.93,76.7,2,4,9,0,0.2714,BI-1467335,AOC3/VAP-1
T15250,N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,408.46,4.01,70.6,0,4,3,0,0.2706,Denifanstat (TVB-2640),FASN
T9872,CCc1oc2ccccc2c1C(=O)c1ccc(OCC(=O)O)cc1,324.33,3.69,76.7,1,4,6,0,0.2698,BI-1467335,AOC3/VAP-1
T15575,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,389.43,2.91,94.8,1,5,7,0,0.2692,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T32824,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,377.85,3.53,65.4,0,4,4,0,0.2692,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T60133,Cc1ccc(N2CCOCC2)cc1-c1cc(Oc2ccc(C#N)cc2)[nH]n1,360.42,3.89,74.2,1,5,4,0,0.2674,Denifanstat (TVB-2640),FASN
T60033,COc1ccc(-c2csc(NC(=O)c3ccc(OCC(=O)N4CCOCC4)cc3)n2)cc1,453.52,3.31,90.0,1,7,7,0,0.2667,BI-1467335,AOC3/VAP-1
T72076,O=C(O)CCc1nn(Cc2ccc(Cl)cc2Cl)c2cc(C(F)(F)F)ccc12,417.21,5.43,55.1,1,2,5,1,0.2651,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T85508,CCN1CCN(c2cc(Nc3cc(C)[nH]n3)nc(NC3CCN(C(=O)c4cccc(Cl)c4F)CC3)n2)CC1,542.06,3.9,105.3,3,8,7,1,0.2647,Denifanstat (TVB-2640),FASN
T9041,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,312.37,3.36,78.4,3,3,3,0,0.2642,BI-1467335,AOC3/VAP-1
T77495,O=S(=O)(c1cc(Cl)ccc1Cl)n1cnc2ccccc21,327.19,3.58,52.0,0,3,2,0,0.2639,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T6829,CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CCl)cc1,394.9,2.72,79.2,3,5,10,0,0.2632,BI-1467335,AOC3/VAP-1
T6S0107,[H][C@@]12CC[C@]3([H])[C@](C)(O)[C@]4([H])CC[C@H](C)CN4C[C@@]3([H])[C@]1([H])C[C@@]1([H])[C@@]2([H])C[C@H](O)[C@@]2([H])C[C@@H](O)CC[C@]12C,431.66,3.68,63.9,3,4,0,0,0.2632,Obeticholic acid (OCA),FXR
T8430,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,450.55,3.7,85.2,1,6,5,0,0.2632,Denifanstat (TVB-2640),FASN
TN1807,[H][C@@]12CC[C@]3([H])[C@](C)(O)[C@]4([H])CC[C@H](C)CN4C[C@@]3([H])[C@]1([H])C[C@@]1([H])[C@@]2([H])C[C@@H](O)[C@@]2([H])C[C@@H](O)CC[C@]12C,431.66,3.68,63.9,3,4,0,0,0.2632,Obeticholic acid (OCA),FXR
T28502,CC(C)(c1ccc(OC[C@H](O)CO)cc1)c1ccc(OC[C@H](O)CCl)cc1,394.9,2.72,79.2,3,5,10,0,0.2632,BI-1467335,AOC3/VAP-1
T62702,CN1CCN(C(=O)c2ccc3cc(CCNc4ccnc5ccc(C#N)cc45)ccc3c2)CC1,449.56,4.3,72.3,1,5,5,0,0.2632,Denifanstat (TVB-2640),FASN
T3151,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,480.69,3.39,107.2,4,6,5,0,0.2625,Obeticholic acid (OCA),FXR
T5514,CC(C)[C@@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,480.69,3.39,107.2,4,6,5,0,0.2625,Obeticholic acid (OCA),FXR
T36292,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@@H](O)CC(O)(C(F)(F)F)C(F)(F)F,484.52,5.53,60.7,3,3,3,1,0.2625,Obeticholic acid (OCA),FXR
TN1589,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@@]56[C@@H](O)CCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,472.62,3.58,96.4,2,6,3,0,0.2614,Obeticholic acid (OCA),FXR
T3492,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,396.45,3.21,124.3,3,7,4,0,0.2609,BI-1467335,AOC3/VAP-1
T7367,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,385.43,2.76,113.8,2,5,5,0,0.2609,Denifanstat (TVB-2640),FASN
T9824,COc1ccccc1NC(=O)c1ccc(COc2ccc(C(C)(C)C)cc2)o1,379.46,5.42,60.7,1,4,6,1,0.2609,BI-1467335,AOC3/VAP-1
T84300,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1,456.42,3.63,69.3,1,3,2,0,0.2609,Denifanstat (TVB-2640),FASN
T23133,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,2.88,118.2,4,4,10,0,0.2600,BI-1467335,AOC3/VAP-1
T2379,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,529.73,4.83,59.1,1,5,6,1,0.2593,Denifanstat (TVB-2640),FASN
T3231,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,320.4,2.59,72.9,2,3,3,0,0.2588,Denifanstat (TVB-2640),FASN
T12064,NC(=O)c1cccc2cn(-c3ccc([C@H]4CCCNC4)cc3)nc12,320.4,2.59,72.9,2,3,3,0,0.2588,Denifanstat (TVB-2640),FASN
T22988,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,320.4,2.59,72.9,2,3,3,0,0.2588,Denifanstat (TVB-2640),FASN
T1552,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,358.44,2.57,60.0,1,5,9,0,0.2576,BI-1467335,AOC3/VAP-1
T11501,CNC(=O)c1ccc2c(c1)ncn2-c1ccc(CC(=O)OC(C)(C)C)cc1,365.43,3.27,73.2,1,4,4,0,0.2571,BI-1467335,AOC3/VAP-1
T60184,O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,320.18,3.81,50.2,1,2,3,0,0.2571,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T12010,Cc1cc(Nc2cc(N3CC(F)(C4CC4)C3)nc(O[C@H]3CCN(C(=O)c4cc(Cl)ccc4F)C3)n2)n[nH]1,529.98,4.28,99.3,2,7,7,1,0.2571,Denifanstat (TVB-2640),FASN
TQ0170,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@@H](c5ccc(=O)oc5)[C@@H](O)[C@H]5O[C@@]534)[C@@]1(C)CC[C@H](O)C2,400.52,3.23,83.2,2,5,1,0,0.2561,Obeticholic acid (OCA),FXR
T8701,Cc1ccc(C)c(OCCNC2CCN(C(=O)c3ccncc3)CC2)c1,353.47,2.97,54.5,1,4,6,0,0.2558,Denifanstat (TVB-2640),FASN
T14676,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,536.38,4.4,117.8,1,6,4,1,0.2551,Denifanstat (TVB-2640),FASN
T1402,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,318.76,3.81,63.6,1,3,5,0,0.2545,BI-1467335,AOC3/VAP-1
T1149,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.84,4.68,52.6,0,4,6,0,0.2542,BI-1467335,AOC3/VAP-1
T1873,CC(C)(C)c1ccc(C(=O)NC(=S)Nc2ccc(N)cc2)cc1,327.45,3.69,67.2,3,3,2,0,0.2542,BI-1467335,AOC3/VAP-1
T2257,O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1,428.53,4.08,58.6,1,4,8,0,0.2537,BI-1467335,AOC3/VAP-1
T2108,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,441.36,3.34,130.8,3,6,7,0,0.2535,BI-1467335,AOC3/VAP-1
T3494,COC(=O)c1ccc(O)c(NC(=O)COc2ccc(C3C4CC5CC(C4)CC3C5)cc2)c1,435.52,4.74,84.9,2,5,6,0,0.2535,BI-1467335,AOC3/VAP-1
T87651,C[C@H](CO)NC(=O)c1ccc2c(Oc3ccc(C(F)(F)F)cc3)cccc2c1,389.37,4.76,58.6,2,3,5,0,0.2535,BI-1467335,AOC3/VAP-1
T2052,COc1ccc(CCC(=O)Nc2nc3ccc(Cl)cc3s2)cc1OC,376.87,4.54,60.5,1,5,6,0,0.2530,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9090,COc1cccc(OC)c1C(=O)N1CCC(c2nc(-c3ccc(C)cc3)no2)CC1,407.47,4.08,77.7,0,6,5,0,0.2529,Denifanstat (TVB-2640),FASN
T5687,[H][C@@]12C[C@H]3O[C@]34[C@@H](O)C=CC(=O)[C@]4(C)[C@@]1([H])CC[C@]1(C)[C@@H]([C@H](C)[C@@]3([H])CC(C)=C(CO)C(=O)O3)CC[C@@]21[H],470.61,3.35,96.4,2,6,3,0,0.2527,Obeticholic acid (OCA),FXR
T15621,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21,500.93,3.85,78.9,0,4,7,1,0.2527,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10855,CC(C)c1cc(Oc2c(I)cc(CC3NC(=O)NC3=O)cc2I)ccc1O,592.17,4.27,87.7,3,4,5,1,0.2527,VK2809,THR-beta
T2484,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,395.43,2.9,75.3,1,4,4,0,0.2500,Denifanstat (TVB-2640),FASN
T4191,O=C(NCCO)c1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1,418.38,3.51,96.4,3,6,7,0,0.2500,BI-1467335,AOC3/VAP-1
TQ0047,O=C(O)CCCN1CCC[C@H]1COc1ccc(Oc2ccc(Cl)cc2)cc1,389.88,4.84,59.0,1,4,9,0,0.2500,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T21640,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,363.5,3.27,82.6,4,4,7,0,0.2500,BI-1467335,AOC3/VAP-1
T60130,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,437.91,2.12,116.7,2,5,6,0,0.2500,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T15049,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.83,2.49,83.5,2,3,7,0,0.2500,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T36196,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,457.49,4.13,100.9,2,6,7,0,0.2500,BI-1467335,AOC3/VAP-1
T77334,COc1ccc(-c2cc(C(=O)NCc3ccc(C(=O)NO)cc3)ccn2)cc1,377.4,2.81,100.6,3,5,6,0,0.2500,BI-1467335,AOC3/VAP-1
T77552,O=C(Nc1ccc2ncsc2c1)c1ccc(-c2ccc(O)cc2)o1,336.37,4.51,75.4,2,5,3,0,0.2500,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T61270,CCCCCc1ccc(OCC(=O)Nc2cccc(C(=O)OC)c2)cc1,355.43,4.22,64.6,1,4,9,0,0.2500,BI-1467335,AOC3/VAP-1
T84285,COc1ccc(C(=O)COc2ccc(N3C(=O)C4C5C=CC(C6CC56)C4C3=O)cc2)cc1,429.47,3.51,72.9,0,5,6,0,0.2500,BI-1467335,AOC3/VAP-1
TN1269,[H][C@@]12C[C@@]3([H])O[C@]34[C@@H](O)[C@@H](OC)CC(=O)[C@]4(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,502.65,3.2,105.6,2,7,4,1,0.2500,Obeticholic acid (OCA),FXR
T83615,CCOc1cc(CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)N3)c(C2CC2)cc1C,463.58,4.53,82.1,2,4,7,0,0.2474,Denifanstat (TVB-2640),FASN
T6514,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,374.45,3.39,96.8,3,4,3,0,0.2473,Denifanstat (TVB-2640),FASN
T21395,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,378.43,2.99,110.3,2,6,5,0,0.2473,Denifanstat (TVB-2640),FASN
T67950,Cc1noc(C)c1COc1ccccc1C(=O)Nc1ccccc1Cl,356.81,4.78,64.4,1,4,5,0,0.2473,Cilofexor (GS-9674),FXR
T12323,CC(=O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)[nH]n1,396.84,2.82,116.5,2,5,6,0,0.2472,Resmetirom,THR-beta
T3432,CC(=O)[C@H]1[C@H]2O[C@]23[C@@H]2CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]2CC[C@]3(C)[C@H]1c1ccc(=O)oc1,426.55,4.07,80.0,1,5,2,0,0.2471,Obeticholic acid (OCA),FXR
T5505,Cc1ccc2c(c1CCC(=O)O)CC[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C2,407.92,3.5,83.5,2,3,6,0,0.2471,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T14566,CC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,356.35,2.05,99.3,3,3,2,0,0.2471,Denifanstat (TVB-2640),FASN
T12229,O=C(O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,321.38,3.19,67.1,2,3,3,0,0.2471,Denifanstat (TVB-2640),FASN
T4A2458,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,384.52,4.26,63.0,1,4,1,0,0.2469,Obeticholic acid (OCA),FXR
T73444,O=C(CCS(=O)(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccncc2)cs1,407.9,3.66,89.0,1,6,6,0,0.2469,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T3135,O=S(=O)(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,422.34,4.05,53.5,0,4,3,0,0.2468,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T3587,CCOC(=O)c1cc2ccccc2n1S(=O)(=O)c1ccc(C)cc1,343.4,3.36,65.4,0,4,4,0,0.2468,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T61107,O=C(O)Cc1sc2nc3ccccc3n2c1-c1ccc(Cl)cc1,342.81,4.5,54.6,1,3,3,0,0.2468,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T36682,CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(F)cc2)cc1,497.59,3.88,104.4,3,4,8,0,0.2466,BI-1467335,AOC3/VAP-1
T210506,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl,364.64,3.77,63.2,1,3,3,0,0.2464,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T7349,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,302.35,2.37,64.3,2,3,7,0,0.2462,BI-1467335,AOC3/VAP-1
T88677,O=C(COc1ccc(Br)cc1)Nc1ccc2nc[nH]c2c1,346.18,3.34,67.0,2,3,4,0,0.2462,BI-1467335,AOC3/VAP-1
T67783,O=C(COc1ccc(Cl)c(F)c1)N[C@H]1CC[C@H](NC(=O)COc2ccc(Cl)c(F)c2)CC1,487.33,4.27,76.7,2,4,8,0,0.2459,BI-1467335,AOC3/VAP-1
T5605,CNC[C@@H](O)COc1ccc(Cl)c(-c2nc(-c3c(C)noc3C)c(C)c(N3CC4(CCN(C(=O)OC)CC4)C3)n2)c1,585.11,4.0,126.1,2,10,8,1,0.2458,Cilofexor (GS-9674),FXR
T8140,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,436.96,4.19,86.7,2,4,8,0,0.2442,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10537,Nc1ccc(C2CCN(C(=O)c3ccc(Oc4ccc(C(F)(F)F)cc4)cc3)CC2)nn1,442.44,4.89,81.3,1,5,4,0,0.2442,Denifanstat (TVB-2640),FASN
TN7130,[H][C@@]12C[C@H](O)[C@@]3([H])C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],432.65,4.76,58.9,2,4,0,0,0.2436,Obeticholic acid (OCA),FXR
T38227,CCCCOc1ccc(C(=O)NN2C(=O)c3ccccc3NC2c2ccc(OC)cc2)cc1,445.52,4.79,79.9,2,5,8,0,0.2432,BI-1467335,AOC3/VAP-1
T2408,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,389.33,3.22,106.1,2,5,5,0,0.2429,BI-1467335,AOC3/VAP-1
T8976,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,405.29,4.5,105.8,3,5,2,0,0.2429,BI-1467335,AOC3/VAP-1
T12937,O=C(COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)NCc1ccc(Br)cc1,503.42,3.67,84.5,2,4,10,1,0.2429,BI-1467335,AOC3/VAP-1
T84314,CCOc1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(OC)cc1,424.88,5.25,76.7,2,4,7,1,0.2429,BI-1467335,AOC3/VAP-1
T4466,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,367.45,3.57,55.8,0,5,7,0,0.2424,BI-1467335,AOC3/VAP-1
T6651,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.35,2.37,64.3,2,3,7,0,0.2424,BI-1467335,AOC3/VAP-1
T67850,C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.35,2.37,64.3,2,3,7,0,0.2424,BI-1467335,AOC3/VAP-1
T24154,Cc1ccc(S(=O)(=O)NC(=O)COc2ccc3ccccc3c2)c(C)c1,369.44,3.34,72.5,1,4,5,0,0.2424,BI-1467335,AOC3/VAP-1
T77511,N#Cc1ccc(NC2(C(=O)N3CCN(c4ccc(C(F)(F)F)cc4)CC3)CCCC2)cc1,442.49,4.65,59.4,1,4,4,0,0.2414,Denifanstat (TVB-2640),FASN
T71649,N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,302.36,2.42,83.0,0,6,3,0,0.2414,Denifanstat (TVB-2640),FASN
T6810,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCOCC2)c2ccccc12,437.54,3.87,85.4,2,4,6,0,0.2411,Firsocostat (GS-0976),ACC
T2053,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1,369.37,4.03,59.2,0,4,3,0,0.2410,Denifanstat (TVB-2640),FASN
T2625,O=C(O)CC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,442.91,5.34,71.4,1,3,6,1,0.2410,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T4074,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1,383.5,4.77,72.0,1,6,4,0,0.2410,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T13441,O=C(c1ccc(F)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,369.37,4.03,59.2,0,4,3,0,0.2410,Denifanstat (TVB-2640),FASN
T23601,Cc1ccc(Nc2nc(N)c(C(=O)c3ccc(C#N)cc3)s2)cc1,334.4,3.88,91.8,2,6,4,0,0.2410,Denifanstat (TVB-2640),FASN
T14077,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2)CC1,352.36,4.84,66.0,2,2,4,0,0.2410,Denifanstat (TVB-2640),FASN
T4339,COc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCc3ccc(Cl)cn3)cc2)cc1,459.96,3.19,97.4,2,5,9,0,0.2400,BI-1467335,AOC3/VAP-1
T39654,Cc1c(-c2[nH]c3ccc(C4CCN(CC(N)=O)CC4)cc3c2C(C)C)cn2ncnc2c1C,444.58,4.28,92.3,2,4,5,0,0.2400,Denifanstat (TVB-2640),FASN
T9888,Nc1cccc(CNC(=O)c2ccc(Oc3ccc(OCc4cccc(F)c4)cc3)nc2)c1,443.48,5.1,86.5,2,5,8,1,0.2400,BI-1467335,AOC3/VAP-1
T22826,COc1ccccc1NC(=O)OCC1CCN(C(=O)OC(C)(C)C)CC1,364.44,3.89,77.1,1,5,4,0,0.2400,Firsocostat (GS-0976),ACC
T16403,COc1cccc(-c2nc(SC)nc3sc(C(=O)NC(C)(C)C)c(N)c23)c1,402.55,4.2,90.1,2,7,4,0,0.2400,BI-1467335,AOC3/VAP-1
T37113,Cc1ccc(NC(=O)c2cccc(OCc3c(C)noc3C)c2)cc1S(N)(=O)=O,415.47,3.08,124.5,2,6,6,0,0.2400,Cilofexor (GS-9674),FXR
T13389,COc1ccc(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C)C(C)C)cc1,499.53,2.71,104.8,2,5,9,0,0.2400,BI-1467335,AOC3/VAP-1
T3715,[H][C@]12CN(Cc3ccc(C(=O)O)cc3)[C@]([H])(CN1Cc1ccc(Oc3ccc(-c4ncco4)cc3)cc1)C2,481.55,5.29,79.0,1,6,8,1,0.2396,Cilofexor (GS-9674),FXR
T15430,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,447.47,3.4,115.6,3,7,6,0,0.2396,Denifanstat (TVB-2640),FASN
T15388,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,485.01,5.05,77.9,1,4,8,1,0.2396,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T61304,CCOc1cccc(-c2ccc3c(NC(=O)c4ccccc4)n[nH]c3c2)c1,357.41,4.88,67.0,2,3,5,0,0.2394,BI-1467335,AOC3/VAP-1
T5347,Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,403.53,3.94,76.2,2,4,5,0,0.2391,Denifanstat (TVB-2640),FASN
TN1205,[H][C@@]12C[C@H](O)[C@]3(O)[C@@H](O)C=CC(=O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)[C@@]1([H])CC(C)=C(CO)C(=O)O1,488.62,2.31,124.3,4,7,3,0,0.2391,Obeticholic acid (OCA),FXR
T5009,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,388.46,2.58,69.3,1,6,10,0,0.2388,BI-1467335,AOC3/VAP-1
T77763,CCOC(=O)c1cc([N+](=O)[O-])c(Oc2ccc(C(=O)OC)cc2)s1,351.34,3.41,105.0,0,8,6,0,0.2388,BI-1467335,AOC3/VAP-1
T15485,Cc1ccc(C)c(CSc2nc(C3CCCC3)c(C#N)c(=O)[nH]2)c1,339.46,4.21,69.5,1,4,4,0,0.2386,Denifanstat (TVB-2640),FASN
T9733,Nc1nc(SCc2ccc(Cl)cc2)nn1S(=O)(=O)c1ccc2c(c1)CCO2,422.92,2.98,100.1,1,7,5,0,0.2386,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9887,CCOC(=O)c1c(C)nc(-c2cccc(C#N)c2)n1OCc1ccc(C#N)cc1,386.41,3.41,100.9,0,6,6,0,0.2386,Denifanstat (TVB-2640),FASN
T13226,COc1ccc(C(=O)N2c3ccccc3Oc3cc(C#N)ccc32)cc1,342.35,4.65,62.6,0,4,2,0,0.2381,Denifanstat (TVB-2640),FASN
T78558,Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1,500.58,4.54,96.2,1,5,5,1,0.2376,Denifanstat (TVB-2640),FASN
T20920,CC12CCC(O)CC1CCC1C2CCC2(C)C(O)(C3=CC(=O)OC3)CCC12O,390.52,2.72,87.0,3,5,1,0,0.2375,Obeticholic acid (OCA),FXR
T67804,CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,325.37,2.09,95.7,1,4,4,0,0.2375,Resmetirom,THR-beta
T24741,O=S(=O)(Nc1nc2ccc(Cl)cc2s1)c1csc2ccccc12,380.9,4.97,59.1,1,5,3,0,0.2375,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T1919,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,369.49,4.07,70.2,3,3,3,0,0.2373,BI-1467335,AOC3/VAP-1
T26723,Cc1cc(C)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,412.49,4.93,69.0,1,4,6,0,0.2368,BI-1467335,AOC3/VAP-1
T210450,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],447.75,4.78,105.0,0,7,7,0,0.2368,BI-1467335,AOC3/VAP-1
