name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
T73531,CCOC(=O)c1ccc(NS(=O)(=O)c2cc(C(=O)Nc3ccccc3)ccc2Cl)cc1,458.92,4.57,101.6,2,5,7,0,Obeticholic acid (OCA),FXR,0.0778,0.9773,High
T9891,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,403.87,4.75,64,1,3,5,0,Obeticholic acid (OCA),FXR,0.0778,0.9491,High
T39789,COc1cc(F)c(C2CNC(=O)C2NC(=O)Nc2ccccc2)c(F)c1,361.35,2.38,79.5,3,3,4,0,Obeticholic acid (OCA),FXR,0.0778,0.8733,High
T4551,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.45,4.02,53.4,1,3,6,0,Obeticholic acid (OCA),FXR,0.0778,0.4159,Low
T4595,COc1ccc(/C(C#N)=C/c2ccc(N3CCC(O)CC3)s2)cc1OC,370.47,3.79,65.7,1,6,5,0,Obeticholic acid (OCA),FXR,0.0778,0.8657,High
T17187,Nc1nc(COC(=O)c2ccc([N+](=O)[O-])cc2)nc(Nc2ccccc2)n1,366.34,2.46,146.2,2,9,6,0,Obeticholic acid (OCA),FXR,0.0778,0.9881,High
T6399,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,388.88,4.8,71.3,2,3,5,0,Obeticholic acid (OCA),FXR,0.0778,0.9247,High
T6976,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,368.41,3.63,73.1,1,5,4,0,Obeticholic acid (OCA),FXR,0.0778,0.9182,High
T0320,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,399.44,2.87,83.1,1,6,5,0,Obeticholic acid (OCA),FXR,0.0778,0.904,High
T9533,Cc1c(C(C)C)c(=O)n(-c2ccc(S(=O)(=O)NCCOc3ccccc3)cc2)n1C,429.54,2.97,82.3,1,4,8,0,Obeticholic acid (OCA),FXR,0.0778,0.9549,High
T31057,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,323.35,2.25,84.1,2,4,5,0,Obeticholic acid (OCA),FXR,0.0778,0.9822,High
T14198,N[C@@H](COC(c1cccc(F)c1)c1ccccc1OCc1ccccc1)C(=O)O,395.43,3.92,81.8,2,4,9,0,Obeticholic acid (OCA),FXR,0.0778,0.7309,High
T64366,Cc1n[nH]c2c1C(c1cccnc1)C1=C(CC(C)(C)CC1=O)N2,308.39,3.31,70.7,2,4,1,0,Obeticholic acid (OCA),FXR,0.0778,0.8224,High
T67947,CN1CCN(c2ccc([N+](=O)[O-])cc2NC(=O)c2ccccc2Cl)CC1,374.83,3.25,78.7,1,5,4,0,Obeticholic acid (OCA),FXR,0.0778,0.8574,High
T6S2356,CN1Cc2c(ccc3c2OCO3)[C@@]2(C)[C@@H](O)Cc3cc4c(cc3[C@@H]12)OCO4,367.4,2.51,60.4,1,6,0,0,Obeticholic acid (OCA),FXR,0.0778,0.5016,High
T7315,NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,383.46,3.5,99.3,2,4,4,0,Obeticholic acid (OCA),FXR,0.0778,0.9473,High
T23540,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,472.61,5.74,64,2,6,5,1,Obeticholic acid (OCA),FXR,0.0778,0.9066,High
T207812,C=C(F)C(=O)N1CC(n2c(=O)n(-c3ccc(C(F)(F)F)cc3)c3nccnc32)C1,407.33,2.47,73,0,4,3,0,Obeticholic acid (OCA),FXR,0.0778,0.9845,High
T66645,O=C(N[C@@H](Cc1cnc[nH]1)C(=O)O)OCC1c2ccccc2-c2ccccc21,377.4,2.94,104.3,3,4,6,0,Obeticholic acid (OCA),FXR,0.0778,0.8834,High
T78484,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(C)O2,352.39,4.19,76,2,5,4,0,Obeticholic acid (OCA),FXR,0.0778,0.8446,High
T2029,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc21,340.43,2.81,87.9,3,6,8,0,Obeticholic acid (OCA),FXR,0.0778,0.9527,High
T23382,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,379.46,2.25,54,1,5,3,0,Obeticholic acid (OCA),FXR,0.0778,0.2373,Low
T6933,NC(=O)c1cnc2[nH]ccc2c1N[C@H]1C2CC3CC1C[C@](O)(C3)C2,326.4,2.01,104,4,4,3,0,Obeticholic acid (OCA),FXR,0.0778,0.6375,High
T6770,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,461.57,3.63,74.4,0,6,7,0,Obeticholic acid (OCA),FXR,0.0777,0.9297,High
T12886,C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1,388.48,3.69,78.8,2,4,4,0,Obeticholic acid (OCA),FXR,0.0777,0.8435,High
T15273,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C,462.59,3.74,73,1,3,4,0,Obeticholic acid (OCA),FXR,0.0777,0.8085,High
T6796,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,413.48,3.51,95.1,2,5,5,0,Obeticholic acid (OCA),FXR,0.0777,0.9584,High
T9653,C[C@@H](Cn1c(=O)nc(Nc2ccc(Oc3ccccn3)cc2)n(Cc2ccc(Cl)cc2)c1=O)C(=O)O,507.93,3.76,128.3,2,7,9,1,Obeticholic acid (OCA),FXR,0.0777,0.9855,High
T15784,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,516.06,4.31,88.5,1,4,6,1,Obeticholic acid (OCA),FXR,0.0777,0.9235,High
T1743,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,534.43,4.95,83.2,2,5,6,1,Obeticholic acid (OCA),FXR,0.0777,0.9266,High
T3497,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,420.49,4.01,63.6,0,5,4,0,Obeticholic acid (OCA),FXR,0.0777,0.6527,High
T15185,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,443.5,4.42,95.7,2,6,7,0,Obeticholic acid (OCA),FXR,0.0777,0.852,High
T10804,Cc1cccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)[C@@H](N)C(C)C)nc3C)cnc2Cl)c1,494.04,4.2,127.1,3,7,7,0,Obeticholic acid (OCA),FXR,0.0777,0.9817,High
T4332,Cn1cc(-c2cc(Oc3cc(F)c(NC(=O)C4(C(=O)Nc5ccccc5)CC4)cc3F)ccn2)cn1,489.48,4.91,98.1,2,5,7,0,Obeticholic acid (OCA),FXR,0.0777,0.9841,High
T23124,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,392.46,4.11,63.8,1,5,3,0,Obeticholic acid (OCA),FXR,0.0777,0.7395,High
T9855,N#C[C@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(Cc2ccc(Cl)c(Cl)c2)n1,459.31,3.53,86.1,1,5,5,0,Obeticholic acid (OCA),FXR,0.0777,0.9405,High
T60147,CC[C@@H](Nc1c(C#N)c(-c2ccc(-c3cccc(C)c3F)cc2)nc2cnccc12)C(=O)O,440.48,5.56,98.9,2,5,6,1,Obeticholic acid (OCA),FXR,0.0777,0.9881,High
T19705,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c12,438.48,3.76,98.9,2,6,9,0,Obeticholic acid (OCA),FXR,0.0777,0.9178,High
T6028,Cn1cc(-c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1,419.49,2.49,130.2,4,5,4,0,Obeticholic acid (OCA),FXR,0.0777,0.974,High
T79157,Cc1nc(NC(=O)N2CCC(C)(C)C2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1,420.47,3.77,102.2,1,6,4,0,Obeticholic acid (OCA),FXR,0.0777,0.9893,High
T31668,CO[C@@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)N(C(=O)Nc2ccc(Cl)cc2)C1,484.92,3.89,92.7,2,4,5,0,Obeticholic acid (OCA),FXR,0.0777,0.9775,High
T11345L,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,474.61,3.5,91.2,2,7,4,0,Obeticholic acid (OCA),FXR,0.0777,0.9006,High
T12310,CN1CCN(c2ccc(Nc3ncc4c(n3)SC(=Cc3ccc([N+](=O)[O-])cc3)C(=O)N4)cc2)CC1,489.56,3.97,116.5,2,9,5,0,Obeticholic acid (OCA),FXR,0.0777,0.9881,High
T11857,Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=S)N(C)C,531.69,4.2,85.7,2,5,4,1,Obeticholic acid (OCA),FXR,0.0776,0.9207,High
T11706,COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1,599.66,3.25,132.6,3,9,9,1,Obeticholic acid (OCA),FXR,0.0776,0.9737,High
TQ0243,COc1ccccc1[C@H](Cn1c(=O)n(C(C)(C)C(N)=O)c(=O)c2c(C)c(-c3ncco3)sc21)OC1CCOCC1,568.65,3.35,140.8,1,9,9,1,Obeticholic acid (OCA),FXR,0.0769,0.9593,High
T1149,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.84,4.68,52.6,0,4,6,0,Obeticholic acid (OCA),FXR,0.0769,0.8622,High
T15049,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,353.83,2.49,83.5,2,3,7,0,Obeticholic acid (OCA),FXR,0.0769,0.8687,High
T71649,N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,302.36,2.42,83,0,6,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9094,High
T14565,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,501.51,4.1,98.7,2,6,8,1,Obeticholic acid (OCA),FXR,0.0769,0.905,High
T10676,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(=O)N4CCN(CC)CC4)ccc3OCC)nc12,452.56,2.45,96.4,1,6,7,0,Obeticholic acid (OCA),FXR,0.0769,0.8908,High
T12527L,Cc1cc(OC/C=C(/c2ccc(F)cc2)c2ccc(C#CCN3CCOCC3)cc2)ccc1OCC(=O)O,515.58,4.79,68.2,1,5,9,1,Obeticholic acid (OCA),FXR,0.0769,0.9152,High
T0207,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.55,2.31,74.3,2,6,9,0,Obeticholic acid (OCA),FXR,0.0769,0.2679,Low
T10674,Cc1cc(N2CCOCC2)nc(C)c1NC(=O)OCc1ccccc1,341.41,3.28,63.7,1,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.8807,High
T3465,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,395.46,2.55,71.1,1,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.8622,High
T3547,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,424.95,3.17,79.2,3,6,6,0,Obeticholic acid (OCA),FXR,0.0769,0.663,High
T7219,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.35,3.44,59.6,2,4,7,0,Obeticholic acid (OCA),FXR,0.0769,0.4065,Low
T1889,O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1,485.63,4.17,53.1,0,4,3,0,Obeticholic acid (OCA),FXR,0.0769,0.6462,High
T74696,O=C(c1ccc2nc[nH]c2c1)N1CCN(C/C=C/c2ccccc2)CC1,346.43,3.03,52.2,1,3,4,0,Obeticholic acid (OCA),FXR,0.0769,0.5153,High
T17296,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,487.56,2.78,108.1,2,8,6,0,Obeticholic acid (OCA),FXR,0.0769,0.8876,High
T28294,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,335.37,3.16,78.2,0,5,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9935,High
T14083,O=c1c(CO)coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,452.48,4.21,88.9,1,7,7,0,Obeticholic acid (OCA),FXR,0.0769,0.6438,High
T61389,COc1ccc(C=CC(=O)Nc2cccc(C(=O)NC3CCCC3)c2)cc1,364.45,4.02,67.4,2,3,6,0,Obeticholic acid (OCA),FXR,0.0769,0.8785,High
T68498,Cc1ccc(-c2nc3c(c(SCC(=O)Nc4cccc(C(=O)O)c4)n2)Cc2cccc(C)c2O3)cc1,497.58,5.89,101.4,2,6,6,1,Obeticholic acid (OCA),FXR,0.0769,0.994,High
T15629,Cc1nn(C)c2nc(NNC(=O)Nc3cc(Cl)nc(Cl)c3)cc(C(C)C)c12,408.29,4.25,96.8,3,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.9821,High
T3056,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,338.4,4.62,55.8,1,4,4,0,Obeticholic acid (OCA),FXR,0.0769,0.7545,High
T61668,O=C(Nc1cccc(C(=O)N2CCC3(CCNCC3)CC2)c1)c1cccs1,383.52,3.61,61.4,2,4,3,0,Obeticholic acid (OCA),FXR,0.0769,0.4849,Low
T0157,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,348.44,2.12,67.9,1,5,9,0,Obeticholic acid (OCA),FXR,0.0769,0.1144,Low
T72052,CC(C)(O)C#Cc1cccc(COc2cc(-c3cnc(C4CCNCC4)s3)cnc2N)c1,448.59,3.96,93.3,3,7,5,0,Obeticholic acid (OCA),FXR,0.0769,0.8291,High
T83641,Cc1ccc(C(c2cc([N+](=O)[O-])ccc2O)N2CCc3ccccc32)cc1,360.41,4.76,66.6,1,4,4,0,Obeticholic acid (OCA),FXR,0.0769,0.829,High
T5814,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1)c1ccccc1,402.49,2.75,78.4,3,3,9,0,Obeticholic acid (OCA),FXR,0.0769,0.5752,High
T1066,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43,2.42,75.2,1,4,5,0,Obeticholic acid (OCA),FXR,0.0769,0.611,High
T3689,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,468.56,3.51,68.5,1,4,2,0,Obeticholic acid (OCA),FXR,0.0769,0.9557,High
T12432,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnn2c(O)cc(-c3ccccc3)nc12,380.4,2.48,116.8,3,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.9842,High
T12877L,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,407.45,2.02,80,0,6,3,0,Obeticholic acid (OCA),FXR,0.0769,0.8788,High
T22595,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc([N+](=O)[O-])c3ncccc23)CC1,396.83,3.76,79.6,0,5,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9703,High
T9235,CC(=O)N1CCN(c2ccc([N+](=O)[O-])c(-c3ccc(F)c(C=C4SC(=O)NC4=O)c3)n2)CC1,471.47,2.79,125.8,1,8,4,0,Obeticholic acid (OCA),FXR,0.0769,0.9941,High
T13253,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,513.8,4.46,102.5,2,6,3,1,Obeticholic acid (OCA),FXR,0.0769,0.9061,High
T0145,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,370.23,3.57,64.6,1,5,3,0,Obeticholic acid (OCA),FXR,0.0769,0.794,High
T2011,COc1cccc(CNC(=O)Nc2nc(-c3ccncc3)cs2)c1,340.41,3.54,76.1,2,5,5,0,Obeticholic acid (OCA),FXR,0.0769,0.9372,High
T5524,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,413.4,5.33,78.9,3,5,6,1,Obeticholic acid (OCA),FXR,0.0769,0.9525,High
T13453,O=C(CN1C(=O)C2(CCOCC2)c2ccccc21)Nc1ccc2c(c1)C[C@]1(C2)C(=O)Nc2ncccc21,494.55,3.1,100.6,2,5,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9204,High
T2655,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,580.13,3.84,114.9,4,9,9,1,Obeticholic acid (OCA),FXR,0.0769,0.7923,High
T3550,C[C@@H](Oc1cc(C(=O)Nc2ccc(C(=O)N3CCN(C)CC3)cc2)nnc1N)c1c(Cl)ccc(F)c1Cl,547.42,4.28,113.7,2,7,6,1,Obeticholic acid (OCA),FXR,0.0769,0.968,High
T9804,CCN1CCN(Cc2ccc3cc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)OCCO6)ccc4F)ccc3n2)CC1,569.64,4.79,96,2,7,7,1,Obeticholic acid (OCA),FXR,0.0769,0.897,High
T60193,Cc1cc2c(C(N)=O)cccc2n1C1=NC(NCc2ccccc2)=C2CCCN=C2N1,412.5,3.05,96.8,3,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.2921,Low
T64378,Cc1nc2nc(C)c(O[C@@H]3CCN(c4ccc(-c5ccc(CN6CCOCC6)nn5)cc4)C3)c(C)n2n1,500.61,3,93.8,0,9,6,1,Obeticholic acid (OCA),FXR,0.0769,0.935,High
T6274,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,469.41,3.8,87.3,3,3,5,0,Obeticholic acid (OCA),FXR,0.0769,0.8836,High
T13381,CCOC(=O)c1ccc(NC(=O)NCc2ccc(-n3cccn3)cc2)cc1,364.41,3.37,85.2,2,4,6,0,Obeticholic acid (OCA),FXR,0.0769,0.9349,High
T69552,COc1c([C@H]2[C@H](C(=O)Nc3ccnc(C(N)=O)c3)O[C@@](C)(C(F)(F)F)[C@H]2C)ccc(F)c1F,473.4,3.55,103.5,2,5,5,0,Obeticholic acid (OCA),FXR,0.0769,0.9686,High
T11329,CC1(C)c2cccc(C(=O)NO)c2CN1c1cnc(C(F)(F)F)cn1,352.32,2.87,78.4,2,5,2,0,Obeticholic acid (OCA),FXR,0.0769,0.9369,High
T9263,Cc1cc(NC(=O)C(c2ccccc2)N2CCCc3ccccc32)no1,347.42,4.12,58.4,1,4,4,0,Obeticholic acid (OCA),FXR,0.0769,0.8516,High
TN8334,O=C(O)c1cc(C(=O)O)c2c(=O)c3c(O)cccc3oc2c1,300.22,2.05,125,3,5,2,0,Obeticholic acid (OCA),FXR,0.0769,0.9703,High
T1999,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,460.54,3.17,118.7,1,6,5,0,Obeticholic acid (OCA),FXR,0.0769,0.9781,High
T64381,C=CC(=O)N[C@@H]1CCCN(Cc2ccnc(C(=O)Nc3ccc(-c4cc5c(N6CCOCC6)ncnc5[nH]4)cc3)c2)C1,566.67,3.38,128.4,3,8,8,1,Obeticholic acid (OCA),FXR,0.0769,0.9774,High
T88840,CN(C)Cc1nc(Nc2ccc(-c3cnc4cc(F)ccn34)c3c2C(=O)NC3)ccc1[C@@H]1CCOC1,486.55,4.09,83.8,2,6,6,0,Obeticholic acid (OCA),FXR,0.0769,0.9442,High
T1767,CN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,360.42,2.29,66.7,1,4,4,0,Obeticholic acid (OCA),FXR,0.0769,0.9292,High
T3539,NC(=O)[C@@H]1CCCC[C@@H]1C(=O)Nc1ccc(Cl)c(Cl)c1,315.2,3.22,72.2,2,2,3,0,Obeticholic acid (OCA),FXR,0.0769,0.6151,High
T14969,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,395.5,4.36,61.9,1,4,6,0,Obeticholic acid (OCA),FXR,0.0769,0.6833,High
TQ0310,Cc1ccc(-c2c(C(=O)CF)n(CCCO)c3ncnc(N)c23)cc1,342.37,2.52,94,2,5,6,0,Obeticholic acid (OCA),FXR,0.0769,0.944,High
T60733,C[C@H](CN)Oc1ccc2ncc(-c3cc4ccccc4o3)n2n1,308.34,2.87,78.6,1,5,4,0,Obeticholic acid (OCA),FXR,0.0769,0.9314,High
T5175,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21,477.58,4.93,65.2,0,5,7,0,Obeticholic acid (OCA),FXR,0.0769,0.8343,High
T16996,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,396.45,3.32,98.7,2,5,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9545,High
T35666,CC(=O)NC1=NC(c2cn(-c3ccccc3)nc2-c2ccc(C)o2)N2C(=N1)Nc1ccccc12,451.49,4.23,100.1,2,7,3,0,Obeticholic acid (OCA),FXR,0.0769,0.9189,High
T16500,Cc1[nH]c2ccccc2c1CC(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)c1ccccc1,425.53,4.41,65.2,2,2,7,0,Obeticholic acid (OCA),FXR,0.0769,0.7493,High
T64367,C=C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,309.32,3.12,75.6,2,3,4,0,Obeticholic acid (OCA),FXR,0.0769,0.8541,High
T204712,CCNc1nc(CC)c(C(=O)NC(C#N)c2cccs2)s1,320.44,3.19,77.8,2,6,6,0,Obeticholic acid (OCA),FXR,0.0769,0.847,High
T2381,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,506.61,4.94,75,1,7,7,1,Obeticholic acid (OCA),FXR,0.0769,0.8206,High
T60025,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1,488.62,4.57,75,1,7,7,0,Obeticholic acid (OCA),FXR,0.0769,0.8157,High
T9175,Cn1ncc(-c2nc(N[C@H]3CC[C@H](N)CC3)ncc2Cl)c1CC1CC1,360.89,3.16,81.7,2,5,5,0,Obeticholic acid (OCA),FXR,0.0769,0.5197,High
T25450,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NCc2cnc[nH]2)cc1-c1cccc2ccccc12,470.57,5.16,96.1,3,5,9,1,Obeticholic acid (OCA),FXR,0.0769,0.9512,High
T17742,[H][C@]12CS[C@@H](CCCCC(=O)NCCC(=O)N3Cc4ccccc4C#Cc4ccccc43)[C@@]1([H])NC(=O)N2,502.64,3.17,90.5,3,4,8,1,Obeticholic acid (OCA),FXR,0.0769,0.7449,High
T2950,COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,432.51,3.89,75.6,1,7,6,0,Obeticholic acid (OCA),FXR,0.0769,0.8444,High
T20207,CC1(C)CC2(CC(C)(C)c3cc(O)c(O)cc32)c2cc(O)c(O)cc21,340.42,4.16,80.9,4,4,0,0,Obeticholic acid (OCA),FXR,0.0769,0.3372,Low
T11738,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,561.08,4.2,83.9,1,4,7,1,Obeticholic acid (OCA),FXR,0.0763,0.8377,High
T88841,C[C@@H](Oc1ccc2[nH]nc(-c3ccc(N4CC5(C4)CN(S(C)(=O)=O)C5)nc3)c2c1)c1c(Cl)cncc1Cl,559.48,4.55,104.3,1,7,6,1,Obeticholic acid (OCA),FXR,0.0762,0.9797,High
T12861,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2,438.58,4.84,69,1,4,5,0,Obeticholic acid (OCA),FXR,0.0762,0.5508,High
T62927,CN1CCC(c2ncc(-c3cnc(N)c(OCc4cccc(C#CC(C)(C)O)c4)c3)s2)CC1,462.62,4.3,84.5,2,7,5,0,Obeticholic acid (OCA),FXR,0.0762,0.8091,High
T15830,CCC(=NNC(=O)c1ccnc(NCCCN2CCOCC2)c1)c1ccc(Cl)cc1O,445.95,3.12,99.1,3,7,9,0,Obeticholic acid (OCA),FXR,0.0762,0.7432,High
T12979,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1,462.47,4.89,91.5,2,7,6,0,Obeticholic acid (OCA),FXR,0.0762,0.8508,High
T12188,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,449.41,3.58,113.4,2,6,3,0,Obeticholic acid (OCA),FXR,0.0762,0.8632,High
T5361,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,479.51,3.34,130.6,3,7,9,0,Obeticholic acid (OCA),FXR,0.0762,0.9849,High
T3456,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,503.39,4.49,94.6,2,7,7,1,Obeticholic acid (OCA),FXR,0.0762,0.9623,High
T40229,O=C(NC1CCC1)c1ccc2nc(-c3cccc(NS(=O)(=O)NCCN4CCCCC4)c3)cn2c1,496.64,3.02,107.8,3,5,9,0,Obeticholic acid (OCA),FXR,0.0762,0.8183,High
T9329,Cc1ccc(NC(=O)[C@H](C)n2ncc(Cl)cc2=O)cc1S(=O)(=O)NCCc1ccccn1,475.96,2.32,123.1,2,6,8,0,Obeticholic acid (OCA),FXR,0.0762,0.9502,High
T40350,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3ccccc3CO)n1)CN(C)CC2,434.5,2.55,125.6,4,8,7,0,Obeticholic acid (OCA),FXR,0.0762,0.8904,High
T6771,Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,441.51,3.02,145.5,4,7,6,0,Obeticholic acid (OCA),FXR,0.0762,0.8255,High
T67907,NC(=O)c1cnc(Nc2cccc(NC(=O)[C@H]3CCCNC3)c2)cc1NCc1cc(F)cc(F)c1,480.52,3.75,121.2,5,6,8,0,Obeticholic acid (OCA),FXR,0.0762,0.8651,High
