ID,SMILES,MolWt
T124635,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,210.28
T26308L,CC(C)CCCC(=O)CCCCCCC(=O)CCN(O)C(=O)[C@@H](N)CO.Cl,408.97
T27158L,CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1c[nH]c3ncccc13)C2.O=CO,330.39
T28246L,O=CC1CCCN1C(=O)CCC(=O)NCc1ccc(Cl)cc1,322.79
T3525,O=C(O)/C(S)=C/c1ccc(I)cc1,306.12
T64860,O=C(O)C=Cc1cccc(C(F)(F)F)c1,216.16
T65287,O.O=S(=O)(O)CCN1CCOCC1,213.25
T67785,CCCCCCCCCCCCCCCCCCOCCOP(=O)(COCCn1cnc2c(=O)nc(N)[nH]c21)OCc1ccccc1,675.85
T69665,Cn1nc(-c2ccc(C(=O)NCC(F)F)cc2)nc1Nc1ccc2[nH]ncc2c1C1CC1,437.45
T71399,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(C)CC3)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC1(CC1)C(=O)N2C,616.81
T71665,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,559.68
T72771,CN1CCC(Nc2cccc3c2cc(C#CCNc2ccc(P(C)(C)=O)cc2)n3CC(F)(F)F)CC1,516.55
T72953,CCn1ncc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1-c1nn(C)nc1C2,419.46
T83975,CC(C(=O)OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)c1cccc(C(=O)c2ccccc2)c1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,843.33
T83977,CS(=O)(=O)O.N=C(N)NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1,504.49
T83978,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO.Cl,337.98
T83979,COc1ccc(S(=O)(=O)NCc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)cc1.Cl.Cl,532.53
TD1707,C1=CCCC=C1,80.13
TP1570,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2)CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccccc2)NC1=O,1720.06
T10220,Cc1nc2c(F)cc(-c3nc(Nc4ccc(CN5CCNCC5)cn4)ncc3F)cc2n1C(C)C,478.55
T10299,Cc1ccc2cc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)ccc2n1.Cl,561.09
T10378,C[C@H]1[C@@H](OCc2ccc(C(=O)O)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,418.49
T11235,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,351.47
T11337,CCOC(=O)[C@@]12CCCC=C1N(Cc1ccc(-c3ccccc3)cc1)C(=O)[C@H]2CC(=O)NC,446.55
T12315,CC(=O)Nc1ccc(C2=NNC(=O)C[C@H]2C)cc1,245.28
T13312L,CC(C)[C@](O)(c1ccc2cc(OC(F)F)c(OC(F)F)cc2c1)c1cnn[nH]1,399.34
T14947,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,391.32
T15008,CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,327.47
T15198,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCNC(=O)c1ccccc1O,490.69
T15239,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,399.58
T15549,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCOC(CC)C(=O)O,374.57
T16071,Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1,631.74
T16114,CC[C@H](NC(=O)c1c(NS(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,459.57
T16126,C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,473.40
T16286,O=C(O)c1cc(NCc2c(F)c(F)c(C(F)(F)F)c(F)c2F)ccc1O,383.22
T16887,CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,372.69
T20025,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.42
T21478,CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCCC2=O)[C@H]1O,286.33
T21979,CC[C@H](C)[C@H](N)C(=O)N1CCSC1.CC[C@H](C)[C@H](N)C(=O)N1CCSC1.O=C(O)/C=C/C(=O)O,520.72
T22576,Cl.Clc1cccc(SC2CCNCC2)n1,265.21
T22832,CNCCNS(=O)(=O)c1cccc2cnccc12.Cl.Cl,338.26
T23301,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1.Cl,646.18
T24807,CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,321.36
T25130,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,371.30
T25702,NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1,244.21
T25813,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc32)CC1,415.90
T25984,CC(C)NCC(O)COc1ccc(O)cc1,225.29
T26085,CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C/C#N)c3ccccc32)CC1,361.88
T26701,CCC(C)c1ccc(NC(=O)CSCc2ccc(Br)cc2)cc1,392.36
T26828,Cn1cc(-c2cccc3cc(C(=O)NC(=N)N)ccc23)cn1,293.33
T26926,CCC(C(=O)O)c1ccc(CC(C)C)cc1,220.31
T27019,O=C1/C(=C/c2cccc(OCc3ccc(Cl)cc3)c2)N=C2SCCCN12,384.89
T27257,O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,458.90
T27405,O=[N+]([O-])CC(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,342.40
T27792,C[C@H](N)CO,75.11
T28463,Cc1ccc(Sc2ccc(Nc3cc(S(=O)(=O)[O-])c(N)c4c3C(=O)c3ccccc3C4=O)cc2)c(C)c1.[Na+],552.61
T28551,Cc1cccc2c3c(ccc12)C=C(C(C)C)C(=O)C3=O,264.32
T28643,Cc1cc(C(C)Nc2ccc(F)c(-c3cc(C)c(C(=O)NC4(C(=O)O)CC4)c(C)c3)c2)ccc1Cl,494.99
T30248,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OCC)c1,351.44
T30615,CCCCc1ccc(C(N)=O)nc1,178.23
T30787,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C)CS[C@H]12)c1csc(N)n1.[Na+],419.42
T31614,Nc1cnc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1,289.55
T31645,Cc1cc(F)ccc1Nc1ccc(C(=O)c2ccccc2C)c(Cl)c1,353.82
T33479,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,654.57
T34387,O=C(Nc1c(Cl)cncc1Cl)C(=O)c1cn(Cc2ccc(F)cc2)c2ncccc12,443.27
T34685,Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,421.84
T34705,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,282.18
T35044,O=Cc1c(O)cccc1OCCCCC(=O)O,238.24
T35262,CCOC(=O)C(C)(C)CCCCOc1ccc(OCCCCCn2ccnc2)cc1,416.56
T35833,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,266.34
T35898,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,402.51
T36008,COc1ccccc1Oc1c([N-]S(=O)(=O)/C=C/c2ccccc2)nc(-c2ncccn2)nc1OC.[K+],529.62
T36020,CS(=O)(=O)c1ccc([C@@H](O)[C@H](N)CF)cc1.Cl,283.75
T36375,CC(=O)OC[C@H](COc1ccc(C(C)(C)c2ccc(OC[C@@H](CCl)OC(C)=O)cc2)cc1)OC(C)=O,521.01
T36473,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,222.37
T36716,Cc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O,505.79
T37089,C[C@@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1C[C@@H]2C[C@]2(c2cc(C(F)(F)F)on2)C1)C(F)(F)F,512.43
T37816,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,428.41
T37987,O=C(CO)[C@H](O)[C@H](O)CO,150.13
T39746,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)nnn1-c1ccccn1,335.13
T60507,CCCCCCCCCC1=C(C)C(=O)C(C)=C(C)C1=O,276.42
T60796,Cc1cnn(-c2ccncc2N2CCC(C(=O)N(C)C)CC2)c1,313.41
T61151,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,346.85
T61652,Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,383.28
T62882,CC(C)(C)NC1CCN(c2cc(NCc3ccc(Cl)cc3)nc3ccccc23)CC1.Cl,459.47
T63056,CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC,472.56
T63305,COc1ccc(-c2cc(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1OC,491.57
T63505,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,509.35
T63544,Cc1c(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)ccc(Oc2ccnc(NC(=O)C3CC3)c2)c1C,512.54
T78646,COc1ccc(-c2c3c(nn2-c2ccc([N+](=O)[O-])cc2)-c2ccc(OC)cc2CC3)cc1,427.46
T78704,Nc1ccccc1-c1noc(-c2ccncc2)n1,238.25
T83168,Cc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,394.45
TN1013,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,516.68
TN1252,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(-c2oc3cc(O)cc(O)c3c(=O)c2CC=C(C)C)c1O,490.60
TN1633,CC(=O)OC/C1=C/[C@H]2[C@@H](OC(=O)/C=C/c3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C\[C@@H]2[C@H](CC1)C2(C)C,548.68
TN1635,C=C1CC[C@H]2[C@@H](/C=C(/C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4cccnc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C,523.63
TQ0118,C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCO)[C@@H](O)[C@H]12,266.34
TQ0226,COc1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1O,814.79
T124698,O=C(C=Cc1ccc(O)cc1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1O,338.31
T21821L,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1.Cl,371.91
T5449,CCCn1c(=O)c(CCCOC(=O)NC)nc2ccccc21,303.36
T66703,O=C(N[C@H](CC1CCCCC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,393.48
T67800,O=c1[nH]c(=O)n([C@@H]2C[C@H](CO)[C@@H](O)C2)cc1/C=C/Br,331.17
T67828,C[C@@H]1CCCN1CCCOc1ccc(-n2cc(C(=O)N3CCOCC3)cn2)cc1,398.51
T67978,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,513.61
T69013,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,255.74
T69730,O=C(Nc1ccc(N2CCCC2=O)cc1)c1cnc(-c2ccccn2)nc1,359.39
T69757,COc1ccc(-c2c(C)nc3c(N4CC[C@@H](NC(=O)Oc5ccccc5)C4)cc(C)nn23)cc1OC,487.56
T71394,CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,327.82
T71924L,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N.Cl,351.83
T72918,COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,592.70
T73447,O=C1CCc2cc(OC[C@H](O)CN3CCN(c4ccc(C(F)(F)F)cc4)CC3)ccc2N1,449.47
T73718,CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=S)[S-].[Na+],293.34
T74698,CCn1c(-c2cc(N3CCN(C)CC3)cnc2C(C)OC)c2c3cc(ccc31)-c1csc(n1)CC(NC(=O)C1CC1C)C(=O)N1CCCC(N1)C(=O)OCC(C)(C)C2,811.07
T80676,CCN1CCN(Cc2ccc(NC(=O)c3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc2C(F)(F)F)CC1,546.60
T83640,c1cc(-c2ccc3nccc(Nc4ccc5scnc5c4)c3c2)ccn1,354.44
T83980,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,270.16
T83983,O=C(NCc1ccco1)C(=O)Nc1ccccc1,244.25
T84293,O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,325.21
T84295,CCCCC(N)=O,101.15
T84296,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,238.24
TP1015L,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)CCSC)C(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)C(C)C,1744.01
T81263,CCn1c(-c2cc(N3CCN(C4CC4)CC3)cnc2C(C)OC)c2c3cc(ccc31)-c1csc(n1)CC(NC(=O)C1C3COCC31)C(=O)N1CCCC(N1)C(=O)OCC(C)(C)C2,865.11
TQ0134,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,552.49
TQ0245,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,490.65
TN1162,CCCCOC(=O)c1ccccc1C(=O)OCCCC,278.35
T13505,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,392.58
T10183,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc(OC)c1O,360.32
T11103,Cc1c(N2CCN(C)[C@@H](C)C2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc(NS(C)(=O)=O)c(OC(F)(F)F)c1)CC3,608.64
T18707,CC(C)(CCC(=O)ON1C(=O)CCC1=O)SSc1ccccn1,354.45
T14450,[N-]=[N+]=NCCOCCOCCOCCOCCC(=O)NN,305.33
T14307,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,577.72
T14326,CCCc1c(OCc2cccn3c(=O)c(-c4nnn[nH]4)cnc23)ccc(C(C)=O)c1O,420.43
T10395L,Cc1c(C)n(CCCN2CCN(C)CC2)c2ccc(Oc3cccc(C(=O)N4CCN(CCc5ccc(F)cc5)CC4)c3)cc12,611.81
T14905,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,552.63
T14953,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,334.79
T15168,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)C(OCCO)c2cc3ccccc3nc2-1,408.41
T12779,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2,307.35
T11340,CC(C(=O)O)c1ccc(C(=O)c2ccco2)cc1,244.25
T10671,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,515.65
T11562,O=[N+]([O-])c1cc(Nc2ccc3nonc3c2[N+](=O)[O-])ccc1Cl,335.66
T13963,O=c1c2ccccc2nc2n1OCC2,188.19
T15561,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,394.36
T15666,CCCCCCOc1cccc2cc(-c3nnn[nH]3)c(=O)oc12,314.35
T10851,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)[O-])C[C@@H]1O.[Na+],636.44
T13389,COc1ccc(C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C)C(C)C)cc1,499.53
T16394,C[C@@H]1CS/C(=N\NC(=O)C(=O)[C@@H](NC(=O)C2CCCCCC2)C2CCOCC2)N1C,438.59
T16716,CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC,526.54
T11805,CC(=N)NCCCC[C@H](N)C(=O)O,187.24
T16740,CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O,234.25
T16802,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,338.74
T11979,COc1ccc(C#Cc2ccccc2)c(CCC(C)N(C)CCc2ccc(OC)c(OC)c2)c1,457.61
T17036,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,320.76
T4S1616,CC(C)=CCC12Oc3cc(O)ccc3C1(O)Oc1cc(O)c(C3C=C(C)CC(c4ccc(O)cc4O)C3C(=O)c3ccc(O)cc3O)c(O)c1C2=O,708.72
TN3207,COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)CC2=O,330.34
TN4931,CC(C)=CCC[C@H](C)CCO,156.27
T20508,CCC/C=C\CCCCCCCOC(C)=O,226.36
T20516,C/C=C/C=C/CCCCCCCO,182.31
T21223,CCCCCCCCCC(=O)OCC(C)C,228.38
T21230,CCCCCCCCCC(=O)OCCCC,228.38
T21339,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,328.41
T22864,Br.Br.c1cc(Cc2cnc[nH]2)ccn1,321.02
T22948,COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)cc1OC.Cl,372.90
T24797,CC(N)CCc1ccccc1Cl.Cl,220.14
T24493,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)CO,356.55
T24021,CC1(C)CC2(NC(=O)N(CCCN3CCC(O)CC3)C2=O)c2cc(Cl)ccc2O1,421.93
T23642,Nc1c(Cl)cc(C(=O)NC[C@@H]2CCCN2)c2c1CCO2,295.77
T24661,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,263.38
T25080,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,305.37
T25458,C#C[C@]1(O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)/C(=N/O)CC[C@@H]32)C1,329.48
T25688,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1,656.69
T26126,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,346.47
T26531,CC(C)(O)CCOc1c(-c2ccc(S(C)(=O)=O)cc2)cnn(-c2ccc(F)c(F)c2)c1=O,464.49
T26656,CCO[C@@H](Cc1ccc(OCCc2ccc(NC(=O)OC(C)(C)C)cc2)cc1)C(=O)O,429.51
T26726,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1N,266.26
T26755,C=C[C@]1(C)C[C@@H](OC(=O)CSc2cccc(CO)c2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,500.70
T26878,CC(C)(C)c1cc(-c2csc(CN)n2)cc(C(C)(C)C)c1O.Cl.Cl,391.41
T26890,COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C#N)c3)CC2)CC1,398.55
T26892,CN(C)c1ccc(Nc2c3ccc(NC(=O)CCN4CCCC4)cc3nc3cc(NC(=O)CCN4CCCC4)ccc23)cc1,593.78
T26930,CCc1cccc2c1S(=O)(=O)c1ccccc1O2,260.31
T27094,CCCCCCCCCCCCNCC(O)CCCCCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,533.80
T27102,CCCCCCCCCCCCCCCCCCNC(=O)OCC(COC(=O)N(Cc1cccc[n+]1CC)C(C)=O)OC.[Cl-],642.32
T27178,O=C1CN2C(=O)CCC2N1,140.14
T27248,Cn1ncc(NCCN2CCC(c3noc4cc(F)ccc34)CC2)c(Cl)c1=O,405.86
T27252,O=C1N=C(N2CCCCC2)CN1c1ccc(Cl)cc1,277.75
T27254,O=C(O)Cc1cscc1Nc1c(Cl)cccc1Cl,302.18
T27287,CN1C=CCC(C(=O)O[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)=C1,393.53
T27678,O=C(c1ccc(Oc2ccc(F)cc2)nc1)N1CCCN(C2CCC2)CC1,369.44
T27706,O=C(O)C(Cl)(Cl)CCCCCCCCCCc1ccc(Cl)cc1,379.75
T28009,COc1c(OCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)cc(C)nc1C,387.44
T28059,CC(C)(O)c1ccc(-c2nc(-c3ccc(F)cc3)oc2Sc2ccc(Cl)cn2)cn1,441.92
T28197,CCON=C(C)c1ccc2c(c1)ncn2-c1cccc(-c2cccnc2)c1,356.43
T28270,Cl.c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,379.84
T28419,NC1=NCC(CN2CCN(c3ccccc3)CC2)O1,260.34
T28511,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,392.41
T28882,C1CNCCN1.Cc1ccc(S(=O)(=O)Oc2ccc(O)c(S(=O)(=O)O)c2)cc1,430.50
T29157,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nc6nc7ccccc7n6cc5C[C@]4(C)[C@H]3CC[C@@]21C,439.60
T29164,COc1cccc(CS(=O)c2nc3cnccc3[nH]2)c1,287.34
T29844,O=C1NC(=O)C2(N1)c1ccccc1-c1ccc(F)cc12,268.25
T30150,CC1=C2CCc3cc(C)ccc3N2CCC1=O,227.31
T30686,C[C@H](NCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@H](O)c1ccccc1,357.41
T30984,Cl.O=C(CCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,424.34
T31677,CC(C)(CO)CCCCC(=O)CCCCC(C)(C)CO,286.46
T31773,COc1ccc(OC)c(C(=Cc2ccc(O)c(OC)c2)C(=O)NCCc2ccc(O)cc2)c1,449.50
T32008,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,461.59
T32188,CO[C@H]1/C=C/C=C(\C)C(=O)NC2=CC(=O)C(N)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,545.63
T32234,C=CCCCCCCCCCSC(=N)N.I,356.32
T34406,C[C@H](NC(=O)[C@H]1CSCN1C(=O)c1ccccc1)c1ccccc1,340.45
T35187,Cc1cccc2nc3cccc(C(=O)NCCNCCNCCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12,586.70
T35282,CCCCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,375.43
T6349L,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,409.82
T36126,Cc1cc2ncc(NC(=O)Nc3ccc(F)cc3F)c(-c3ccccc3Cl)c2cc1C,437.88
T36696,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,256.35
T37173,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,452.56
T38013,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)N[C@@H]1CCCNC1)O2.Cl,368.91
T38863,O=c1[nH]nc(CCc2ccc(C(F)(F)F)cc2)cc1O,284.24
T39664,O=c1c2ccccc2[se]n1CCn1[se]c2ccccc2c1=O,422.20
T39764,COc1cc2c(-c3cnn4cc(N5CCC(N6CCN(C)CC6)CC5)cnc34)ccnc2cc1F,475.57
T40811,NCCCC(N)(C(=O)O)C(F)F,182.17
T21650,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccc(F)cc3)SCC4)sc2c1,484.60
T21766,COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C)CC1,387.48
T22232,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,389.46
T9574,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COP(=O)(O)O)cc12,552.52
T60330,CNC1Cc2ccccc2N(C)c2ccccc21,238.33
