Rank,ID,SMILES,Score
344,T14955,O=C1NC(CCCl)Oc2ccccc21,0.7139
345,T19393,Cl.N[C@H]1CCSC1=O,0.7134
346,T11589,O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],0.7134
347,T40811,NCCCC(N)(C(=O)O)C(F)F,0.7134
348,T0567,Nc1ccc(Cl)cc1C(=O)O,0.7134
349,T3270,NNc1nnc(NN)c2ccccc12.O=S(=O)(O)O,0.7129
350,T0755,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.7129
351,T4108,c1cncc(-c2c[nH]nn2)c1,0.7129
352,TN9436,O=C(O)Cc1ccco1,0.7129
353,T20345,CC(=O)CC(=O)c1ccccc1,0.7129
354,T3243,C[N+](C)(C)CC(=O)[O-],0.7124
355,T19831,NC(=O)C(=O)[O-].[Na+],0.7124
356,TYD-02849,CC(=O)Oc1ccc(N)c2ccccc12,0.7124
357,TN9313,N#Cc1ccc[nH]1,0.7124
358,TYD-02833,CC(C)Oc1ccc(N)cn1,0.7124
359,T20224,O[C@@H](CS)[C@@H](O)CS,0.7124
360,T19214,NC(=O)c1nc[nH]c1O,0.7119
361,T3532,Cc1occc1C(=O)n1ccnc1,0.7119
362,T77349,Cc1cccc2c(C=O)c[nH]c12,0.7119
363,T4831,CC(C)(N)C(=O)O,0.7114
364,T9626,NC1(C(=O)O)CCCC1,0.7114
365,T4514,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.7109
366,TN9570,O=C1Cc2ccccc2O1,0.7109
367,TN9787,CC(=O)C=Cc1ccco1,0.7109
368,T0614,COc1cc(N)c(Cl)cc1C(=O)O,0.7109
369,T8619,O=c1nc[nH]c2c(Cl)cccc12,0.7104
370,T73900,C=CCS(=O)C[C@H](N)C(=O)O,0.7104
371,T27282,CSCCCCN=C=S,0.7100
372,T5671,CC1=CC(=O)CC(C)(C)C1,0.7100
373,T1613,Cl.NNc1nncc2ccccc12,0.7100
374,T36839,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,0.7100
375,T21529,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0.7100
376,T0510,N=C(N)NS(=O)(=O)c1ccc(N)cc1,0.7095
377,T203865,O=C(O)C1Cc2c([nH]c3ccccc23)C(C(=O)O)N1,0.7095
378,T19265,CS(=O)CC[C@@H](N)C(=O)O,0.7095
379,T4707,Nc1c(O)cccc1C(=O)O,0.7090
380,T22402,CC(=O)[S-].[K+],0.7090
381,T125297,COC(=O)Cc1ccccc1O,0.7090
382,T67294,O=C(O)C1Cc2c([nH]c3ccccc23)CN1,0.7085
383,T0983,CC(C)(S)[C@@H](N)C(=O)O,0.7085
384,T2P2919,C[C@@H]([C@H](C)O)[C@H](N)C(=O)O,0.7085
385,TN9454,COc1cccc(C)c1O,0.7085
386,T7988,Cc1ccc(N)c(N)c1,0.7085
387,T60343,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,0.7080
388,T8105,O=Cc1c[nH]c2ccccc12,0.7075
389,T207053,Nc1ccccc1,0.7075
390,T0646,Nc1ccc(O)c(C(=O)O)c1,0.7070
391,T66086,CCCCC(N)C(=O)O,0.7070
392,T0528,COc1ccc(F)cc1,0.7065
393,T0449,CC1=CC(=O)c2ccccc2C1=O,0.7065
394,TMIH-0600,[2H]C1=C(C([2H])([2H])[2H])C(=O)c2c([2H])c([2H])c([2H])c([2H])c2C1=O,0.7065
395,T4948,CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+],0.7065
396,T12441,NNCCc1ccccc1.O=S(=O)(O)O,0.7065
397,T21115,O=C(O)[C@H]1CSCN1,0.7056
398,T4765,CCCC[C@H](N)C(=O)O,0.7056
399,TN9186,CC1=CC(=O)C(C)=C(C)C1=O,0.7056
400,T5286,NCC(=O)NCC(=O)O,0.7056
401,T21615,NN=CNCCS(=O)(=O)O,0.7051
402,T7908,C[S+](C)CCC(N)C(=O)O.[Cl-],0.7051
403,T7490,Oc1ccccc1NCc1ccccn1,0.7051
404,T20318,C(=Nc1ccccc1)c1ccccc1,0.7051
405,T1354,CC(=O)NCCc1c[nH]c2ccc(O)cc12,0.7051
406,T66200,CN1CC(=O)Nc2ccc(F)cc2C1=O,0.7051
407,TN9653,CN(N=O)c1ccccc1,0.7046
408,T1437,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.7046
409,T3675,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.7046
410,T24631,CC(Cc1ccccc1)NN.Cl,0.7046
411,T66758,N[C@H](CC1CCCCC1)C(=O)O.O,0.7046
412,T4866,Cl.NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,0.7046
413,TN9668,CSCCC(C)=O,0.7041
