Rank,ID,SMILES,Score
273,T19914,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.6753
274,T27282,CSCCCCN=C=S,0.6753
275,T203863,CC1=CC2OC(=O)C(C)C2CC1,0.6753
276,T72027,COc1ccc(C=O)cn1,0.6753
277,T5953,Nn1nnc2ccccc21,0.6748
278,T1413,C1CCc2nnnn2CC1,0.6738
279,TN9820,Cc1ncccc1N,0.6738
280,T17321,CC1(C)C(=O)N(Br)C(=O)N1Br,0.6733
281,TYD-02854,CN(C)c1ccc(N)c(Br)c1,0.6729
282,T1374,NNC(=O)c1ccccn1,0.6729
283,T40731,COc1cccc(OC)c1OC,0.6729
284,T19698,O=C1c2cc3c(cc2OC2CCCN12)OCCO3,0.6724
285,T203943,CC1CC(=O)CC(C)(C)C1=O,0.6714
286,T83984,NC1(C(=O)O)CCC(F)(F)CC1,0.6714
287,TN9727,Cc1cccc(C#N)c1C,0.6714
288,T22214,CN1C(=O)NC(=O)C1(C)C,0.6714
289,TN6640,O=C1NCCc2c1[nH]c1ccccc21,0.6714
290,T5620,CC12CCC(C1)C(C)(C)C2O,0.6714
291,T7671,c1cncc(C2=NCCC2)c1,0.6704
292,TN1157,CC(C)[C@@H]1CC[C@@H](C)CC1=O,0.6704
293,TN9216,Cc1ccnc(C#N)c1,0.6704
294,TYD-02851,Cn1cc(C(=O)O)c(-c2ccc(N)cc2)n1,0.6699
295,T19972,COc1ccc(-c2cnco2)cc1,0.6699
296,T4761,Cc1ncc(CO)c(C=O)c1O.Cl,0.6694
297,T7074,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0.6689
298,TMA0536,CC(=O)c1ccccc1C(=O)O,0.6689
299,T35366,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,0.6685
300,T0775,O=c1ccc2ccccc2o1,0.6685
301,T40732,CN(C)c1ccc(N(C)C)cc1.Cl.Cl,0.6685
302,T0005,CC(=O)Oc1ccccc1C(=O)O,0.6685
303,T20319,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0.6680
304,TN9398,c1ccc2c(c1)Cc1ccccc1N2,0.6680
305,TC0022,c1ccc2c(c1)CN1CCCC1=N2,0.6675
306,T5297,O=C(O)CCc1c[nH]c2ccccc12,0.6675
307,T5671,CC1=CC(=O)CC(C)(C)C1,0.6675
308,T8599,Cl.Cl.NCCc1cc[nH]n1,0.6675
309,T29303,Cn1c(=O)oc(=O)c2cc([N+](=O)[O-])ccc21,0.6670
310,TN9425,COc1cc(O)c(C=O)c(OC)c1,0.6670
311,T19069,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cl.Cl,0.6670
312,T5660,CC1CCC(C(C)C)C(=O)C1,0.6670
313,T6519,CN(C)Cc1c[nH]c2ccccc12,0.6665
314,T5572,O=c1[nH]c2ccccc2o1,0.6665
315,TYD-02830,N#CC1(c2ccc(N)cc2)CC1,0.6655
316,TN9350,O=Cc1cc2ccccc2o1,0.6655
317,TN9208,CSc1nc2ccccc2s1,0.6655
318,T0004,NC(=O)c1ccccc1O,0.6655
319,T35704,COc1ccccc1C=O,0.6650
320,TYD-00261,Cc1cc(=O)cc(C)o1,0.6650
321,T7973,O=Cc1coc2ccccc12,0.6650
322,TN9780,COc1ccccn1,0.6646
323,TN9270,Cl.Nc1ccc(Cl)cc1,0.6646
324,T7234,Nc1ccc(Cl)nc1,0.6646
325,T5262,O=C(O)/C=C/c1c[nH]c2ccccc12,0.6646
326,T2031,CSc1ccccc1NC(C)=O,0.6641
327,TN9401,c1ccc(-c2ccco2)cc1,0.6641
328,TYD-00101,COc1cccc(OC)c1C=O,0.6636
329,T8584,O=C1C[C@H](c2ccccc2)NC(=O)N1,0.6636
330,TN1538,C=C[C@@]1(C)Cc2occ(C)c2C(=O)[C@@H]1C(=C)C,0.6631
331,T37963,Cn1sc(Cl)cc1=O.Cn1sccc1=O,0.6631
332,T80673,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,0.6626
333,T9871,CC1C(=O)N=C2Nc3cccc(Cl)c3CN21,0.6626
334,T72028,O=Cc1ccc2ccccc2n1,0.6621
335,T4895,Cl.Cl.NCCCCCN,0.6621
336,T8213,C=C[C@@]1(C)Cc2occ(C)c2[C@@H]2OC(=O)C(=C)[C@@H]21,0.6616
337,T13275,Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2,0.6616
338,TYD-02853,CN(C)c1ccc(N)cc1Br,0.6611
339,T36839,CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,0.6602
340,TN9639,N#Cc1ccccc1C#N,0.6602
341,TN7087,COC1=CC(=O)C(OC)=CC1=O,0.6602
342,T19736,ClCCN(CCCl)c1ccccc1,0.6602
343,T21529,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0.6602
344,T4497,Nc1ccncc1N,0.6602
345,TN9450,CNc1cccnc1,0.6597
346,T205997,CCC(C)c1ccc(O)cc1,0.6592
347,TN9427,CCC1=C(C)CNC1=O,0.6587
348,T2979,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6587
349,T7869,O=C(NCO)c1cccnc1,0.6587
350,TN9376,C=Cc1ccc(OC)c(OC)c1,0.6582
351,TN9477,Cl.NC1c2ccccc2-c2ccccc21,0.6582
352,T13963,O=c1c2ccccc2nc2n1OCC2,0.6582
353,T1354,CC(=O)NCCc1c[nH]c2ccc(O)cc12,0.6577
354,T8568,Cn1nc(-c2cccc(F)c2)n(C)c1=S,0.6577
355,T1202,CN1C(=O)CC[C@H]1c1cccnc1,0.6577
356,TYD-02831,Cc1c(F)cc(N)cc1F,0.6577
357,T74048,CCCN(CCCN)N(O)N=O,0.6572
358,T78509,Cc1ncc(CO)c(C=O)c1O,0.6572
